qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_ID,qseqid_genome_length,protein_ncbi_acc,definition,virus,protein_length,genome_ncbi_acc,sseqid_genome_length,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source,conserved_AA_#
DU4_S6_NODE_1_length_131420_cov_28.973177_82,AXQ63305.1,69.5,302,91,1,1,301,1,302,1.59e-156,441.0,DU4_S6_NODE_1_length_131420_cov_28.973177,112146,AXQ63305.1,head-to-tail connector complex protein,Streptomyces phage Comrade,302.0,MH651172.1,129015.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus comrade,E,Streptomyces phage Comrade,,,MH651172,NC_048728,Complete genome,dsDNA,bacteria,209.89000000000001
DU4_S6_NODE_1_length_131420_cov_28.973177_84,AXQ63303.1,58.6,128,52,1,1,127,1,128,1.85e-47,151.0,DU4_S6_NODE_1_length_131420_cov_28.973177,112146,AXQ63303.1,hypothetical protein SEA_COMRADE_30,Streptomyces phage Comrade,128.0,MH651172.1,129015.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus comrade,E,Streptomyces phage Comrade,,,MH651172,NC_048728,Complete genome,dsDNA,bacteria,75.00800000000001
DU4_S6_NODE_1_length_131420_cov_28.973177_85,AZU97110.1,81.2,133,18,1,1,126,1,133,1.8e-71,212.0,DU4_S6_NODE_1_length_131420_cov_28.973177,112146,AZU97110.1,hypothetical protein SEA_GILSON_32,Streptomyces phage Gilson,133.0,MK061412.1,128338.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus gilson,E,Streptomyces phage Gilson,,,MK061412,NC_048742,Complete genome,dsDNA,bacteria,107.99600000000001
DU4_S6_NODE_1_length_131420_cov_28.973177_86,AYJ73499.1,35.9,181,95,6,10,180,146,315,4.33e-24,100.0,DU4_S6_NODE_1_length_131420_cov_28.973177,112146,AYJ73499.1,hypothetical protein EFV12PHI1_81,Enterococcus phage EfV12-phi1,320.0,MH880817.1,152770.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Herelleviridae,Brockvirinae,Schiekvirus,,Schiekvirus EfV12,E,Enterococcus phage EfV12-phi1,,,MH880817,NC_048087,Complete genome,dsDNA,bacteria,64.979
DU4_S6_NODE_1_length_131420_cov_28.973177_87,AXH49173.1,92.2,334,23,2,1,334,1,331,1.5e-218,600.0,DU4_S6_NODE_1_length_131420_cov_28.973177,112146,AXH49173.1,major capsid protein,Streptomyces phage Blueeyedbeauty,331.0,MH536814.1,130473.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus blueeyedbeauty,E,Streptomyces phage Blueeyedbeauty,,,MH536814,NC_048720,Complete genome,dsDNA,bacteria,307.948
DU4_S6_NODE_1_length_131420_cov_28.973177_88,AXQ63300.1,78.8,438,75,4,1,420,1,438,2.84e-200,562.0,DU4_S6_NODE_1_length_131420_cov_28.973177,112146,AXQ63300.1,capsid maturation protease,Streptomyces phage Comrade,439.0,MH651172.1,129015.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus comrade,E,Streptomyces phage Comrade,,,MH651172,NC_048728,Complete genome,dsDNA,bacteria,345.144
DU4_S6_NODE_1_length_131420_cov_28.973177_89,AXG66145.1,89.2,526,57,0,1,526,1,526,0.0,921.0,DU4_S6_NODE_1_length_131420_cov_28.973177,112146,AXG66145.1,portal protein,Streptomyces phage Annadreamy,527.0,MH536811.1,125726.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus annadreamy,E,Streptomyces phage Annadreamy,,,MH536811,NC_048719,Complete genome,dsDNA,bacteria,469.192
DU4_S6_NODE_1_length_131420_cov_28.973177_9,AZU97186.1,54.8,42,19,0,3,44,7,48,9.88e-10,50.1,DU4_S6_NODE_1_length_131420_cov_28.973177,112146,AZU97186.1,hypothetical protein SEA_GILSON_122,Streptomyces phage Gilson,49.0,MK061412.1,128338.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus gilson,E,Streptomyces phage Gilson,,,MK061412,NC_048742,Complete genome,dsDNA,bacteria,23.016
DU4_S6_NODE_1_length_131420_cov_28.973177_90,AXH49169.1,83.8,105,17,0,1,105,1,105,5.3e-64,191.0,DU4_S6_NODE_1_length_131420_cov_28.973177,112146,AXH49169.1,hypothetical protein SEA_BLUEEYEDBEAUTY_25,Streptomyces phage Blueeyedbeauty,105.0,MH536814.1,130473.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus blueeyedbeauty,E,Streptomyces phage Blueeyedbeauty,,,MH536814,NC_048720,Complete genome,dsDNA,bacteria,87.99
DU4_S6_NODE_1_length_131420_cov_28.973177_91,AXG66143.1,60.7,577,222,2,1,576,1,573,1.8100000000000002e-252,706.0,DU4_S6_NODE_1_length_131420_cov_28.973177,112146,AXG66143.1,hypothetical protein SEA_ANNADREAMY_22,Streptomyces phage Annadreamy,573.0,MH536811.1,125726.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus annadreamy,E,Streptomyces phage Annadreamy,,,MH536811,NC_048719,Complete genome,dsDNA,bacteria,350.239
DU4_S6_NODE_1_length_131420_cov_28.973177_92,AYB70884.1,74.8,301,71,2,5,305,1,296,2.1000000000000002e-154,436.0,DU4_S6_NODE_1_length_131420_cov_28.973177,112146,AYB70884.1,LysM-like peptidoglycan-binding protein,Streptomyces phage Yaboi,297.0,MH727564.1,131250.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Yaboi,E,Streptomyces phage Yaboi,,,MH727564,NC_048730,Complete genome,dsDNA,bacteria,225.14799999999997
DU4_S6_NODE_1_length_131420_cov_28.973177_93,AXG66141.1,83.3,648,107,1,1,648,1,647,0.0,1132.0,DU4_S6_NODE_1_length_131420_cov_28.973177,112146,AXG66141.1,ribonucleotide reductase,Streptomyces phage Annadreamy,647.0,MH536811.1,125726.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus annadreamy,E,Streptomyces phage Annadreamy,,,MH536811,NC_048719,Complete genome,dsDNA,bacteria,539.784
DU4_S6_NODE_1_length_131420_cov_28.973177_94,AXQ63294.1,84.7,327,50,0,1,327,1,327,4.04e-223,612.0,DU4_S6_NODE_1_length_131420_cov_28.973177,112146,AXQ63294.1,glycosyltransferase,Streptomyces phage Comrade,327.0,MH651172.1,129015.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus comrade,E,Streptomyces phage Comrade,,,MH651172,NC_048728,Complete genome,dsDNA,bacteria,276.969
DU4_S6_NODE_1_length_131420_cov_28.973177_95,AZU97100.1,73.1,331,89,0,1,331,1,331,1.97e-193,537.0,DU4_S6_NODE_1_length_131420_cov_28.973177,112146,AZU97100.1,glycosyltransferase,Streptomyces phage Gilson,332.0,MK061412.1,128338.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus gilson,E,Streptomyces phage Gilson,,,MK061412,NC_048742,Complete genome,dsDNA,bacteria,241.96099999999998
DU4_S6_NODE_1_length_131420_cov_28.973177_97,AXH49163.1,68.5,222,60,4,1,212,1,222,8e-78,235.0,DU4_S6_NODE_1_length_131420_cov_28.973177,112146,AXH49163.1,hydrolase,Streptomyces phage Blueeyedbeauty,224.0,MH536814.1,130473.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus blueeyedbeauty,E,Streptomyces phage Blueeyedbeauty,,,MH536814,NC_048720,Complete genome,dsDNA,bacteria,152.07000000000002
DU4_S6_NODE_1_length_131420_cov_28.973177_99,QDK02885.1,56.7,127,54,1,5,130,7,133,4.9e-47,151.0,DU4_S6_NODE_1_length_131420_cov_28.973177,112146,QDK02885.1,hydrolase,Streptomyces phage Braelyn,142.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria,72.009
DU4_S6_NODE_20_length_12101_cov_17.991184_10,BAT32648.1,48.7,421,205,3,6,420,2,417,1.03e-127,393.0,DU4_S6_NODE_20_length_12101_cov_17.991184,11328,BAT32648.1,portal protein,Stx2-converting phage Stx2a_WGPS6,859.0,AP012539.1,57849.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pankowvirus,,Pankowvirus WGPS6,E,Stx2-converting phage Stx2a_WGPS6,,,AP012539,NC_049945,Complete genome,dsDNA,bacteria,205.02700000000002
DU4_S6_NODE_20_length_12101_cov_17.991184_2,AXQ69244.1,35.5,231,130,6,1,217,1,226,4.4599999999999995e-34,124.0,DU4_S6_NODE_20_length_12101_cov_17.991184,11328,AXQ69244.1,hypothetical protein CcrBL9_gp220,Caulobacter phage CcrBL9,230.0,MH588546.1,322272.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Dolichocephalovirinae,Bertelyvirus,,Bertelyvirus BL9,E,Caulobacter phage CcrBL9,,,MH588546,NC_048047,Complete genome,dsDNA,bacteria,82.005
DU4_S6_NODE_22_length_10735_cov_5.427660_1,BAQ94219.1,26.3,1087,654,40,49,1016,124,1182,8.47e-61,229.0,DU4_S6_NODE_22_length_10735_cov_5.427660,9903,BAQ94219.1,internal virion protein D,uncultured phage_MedDCM-OCT-S30-C28,1231.0,AP013543.1,37553.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Autographiviridae,,Fussvirus,,Fussvirus S30C28,E,uncultured phage_MedDCM-OCT-S30-C28,,,AP013543,NC_047703,Complete genome,dsDNA,bacteria,285.881
DU4_S6_NODE_22_length_10735_cov_5.427660_19,AFU87971.1,70.3,74,22,0,1,74,1,74,1.35e-37,122.0,DU4_S6_NODE_22_length_10735_cov_5.427660,9903,AFU87971.1,hypothetical protein CcrColossus_gp101,Caulobacter phage CcrColossus,76.0,JX100810.1,279967.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Dolichocephalovirinae,Colossusvirus,,Colossusvirus colossus,E,Caulobacter phage CcrColossus,,,JX100810,NC_019406,Complete genome,dsDNA,bacteria,52.022
DU4_S6_NODE_22_length_10735_cov_5.427660_6,VUF53281.1,56.6,113,46,2,1,112,3,113,1.0100000000000001e-35,120.0,DU4_S6_NODE_22_length_10735_cov_5.427660,9903,VUF53281.1,FIG01219977: hypothetical protein,Escherichia phage ESSI2_ev239,113.0,LR597637.1,29203.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Evevirus,,Evevirus ev239,E,Escherichia phage ESSI2_ev239,,,LR597637,NC_049392,Complete genome,dsDNA,bacteria,63.958
DU4_S6_NODE_22_length_10735_cov_5.427660_8,BAW19071.1,38.8,209,115,7,7,204,6,212,2.3199999999999998e-42,146.0,DU4_S6_NODE_22_length_10735_cov_5.427660,9903,BAW19071.1,hypothetical protein,Ralstonia phage RP12,263.0,AP017924.1,279845.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ripduovirus,,Ripduovirus RP12,E,Ralstonia phage RP12,,,AP017924,NC_041911,Complete genome,dsDNA,bacteria,81.09199999999998
DU4_S6_NODE_23_length_10304_cov_4.788012_1,AAZ95908.1,30.9,311,127,6,6,314,7,231,1.42e-28,118.0,DU4_S6_NODE_23_length_10304_cov_4.788012,9966,AAZ95908.1,hypothetical protein PhiV10p15,Escherichia phage phiV10,823.0,DQ126339.2,39104.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Uetakevirus,,Uetakevirus phiV10,E,Escherichia phage phiV10,,,DQ126339,NC_007804,Complete genome,dsDNA,bacteria,96.09899999999999
DU4_S6_NODE_23_length_10304_cov_4.788012_11,AEX26882.1,39.5,560,325,6,7,565,3,549,1.6400000000000002e-129,392.0,DU4_S6_NODE_23_length_10304_cov_4.788012,9966,AEX26882.1,phage head-tail connector protein,Salmonella phage SPN1S,556.0,JN391180.1,38684.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Uetakevirus,,Uetakevirus SPN1S,E,Salmonella phage SPN1S,,,JN391180,NC_016761,Complete genome,dsDNA,bacteria,221.2
DU4_S6_NODE_23_length_10304_cov_4.788012_14,AAO06065.1,46.6,498,236,16,16,505,16,491,6.35e-128,384.0,DU4_S6_NODE_23_length_10304_cov_4.788012,9966,AAO06065.1,terminase large subunit,Salmonella phage epsilon15,491.0,AY150271.2,39672.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Uetakevirus,,Uetakevirus epsilon15,E,Salmonella phage Epsilon15,,,AY150271,NC_004775,Complete genome,dsDNA,bacteria,232.06800000000004
DU4_S6_NODE_23_length_10304_cov_4.788012_15,AMD43229.1,50.4,139,66,2,4,140,6,143,7.56e-43,140.0,DU4_S6_NODE_23_length_10304_cov_4.788012,9966,AMD43229.1,terminase small subunit,Acinetobacter phage LZ35,145.0,KU510289.1,44885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Obolenskvirus,,Obolenskvirus LZ35,E,Acinetobacter phage LZ35,,,KU510289,NC_031117,Complete genome,dsDNA,bacteria,70.056
DU4_S6_NODE_23_length_10304_cov_4.788012_6,AAO06071.1,34.4,131,69,4,1,131,1,114,1.67e-08,52.8,DU4_S6_NODE_23_length_10304_cov_4.788012,9966,AAO06071.1,structural protein,Salmonella phage epsilon15,130.0,AY150271.2,39672.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Uetakevirus,,Uetakevirus epsilon15,E,Salmonella phage Epsilon15,,,AY150271,NC_004775,Complete genome,dsDNA,bacteria,45.064
DU4_S6_NODE_23_length_10304_cov_4.788012_7,AAZ95903.1,51.0,349,145,4,1,345,1,327,2.7000000000000004e-110,327.0,DU4_S6_NODE_23_length_10304_cov_4.788012,9966,AAZ95903.1,hypothetical protein PhiV10p10,Escherichia phage phiV10,328.0,DQ126339.2,39104.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Uetakevirus,,Uetakevirus phiV10,E,Escherichia phage phiV10,,,DQ126339,NC_007804,Complete genome,dsDNA,bacteria,177.99
DU4_S6_NODE_23_length_10304_cov_4.788012_8,AAO06069.2,40.4,136,69,5,59,190,89,216,1.58e-20,88.6,DU4_S6_NODE_23_length_10304_cov_4.788012,9966,AAO06069.2,putative endoprotease,Salmonella phage epsilon15,238.0,AY150271.2,39672.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Uetakevirus,,Uetakevirus epsilon15,E,Salmonella phage Epsilon15,,,AY150271,NC_004775,Complete genome,dsDNA,bacteria,54.944
DU4_S6_NODE_24_length_9533_cov_3.486992_11,ATW62477.1,35.9,78,46,1,3,80,15,88,4.59e-09,51.2,DU4_S6_NODE_24_length_9533_cov_3.486992,9129,ATW62477.1,hypothetical protein SEA_WRIGHTON_43,Streptomyces phage WRightOn,93.0,MG515223.1,45221.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Beephvirinae,Manuelvirus,,Manuelvirus wrighton,E,Streptomyces phage WRightOn,,,MG515223,NC_048684,Complete genome,dsDNA,bacteria,28.002
DU4_S6_NODE_24_length_9533_cov_3.486992_13,AZS06652.1,46.9,160,72,5,1,160,1,147,3.34e-34,119.0,DU4_S6_NODE_24_length_9533_cov_3.486992,9129,AZS06652.1,hypothetical protein SEA_HIYAA_12,Streptomyces phage Hiyaa,149.0,MK279841.1,83219.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Hiyaavirus,,Hiyaavirus hiyaa,E,Streptomyces phage Hiyaa,,,MK279841,NC_048139,Complete genome,dsDNA,bacteria,75.04
DU4_S6_NODE_24_length_9533_cov_3.486992_4,AWN05115.1,38.0,263,156,3,9,267,105,364,5.68e-50,171.0,DU4_S6_NODE_24_length_9533_cov_3.486992,9129,AWN05115.1,hypothetical protein SEA_FLOWERPOWER_13,Streptomyces phage FlowerPower,370.0,MH155868.1,46133.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Beephvirinae,Flowerpowervirus,,Flowerpowervirus flowerpower,E,Streptomyces phage FlowerPower,,,MH155868,NC_048706,Complete genome,dsDNA,bacteria,99.94
DU4_S6_NODE_24_length_9533_cov_3.486992_7,ATW69333.1,52.0,319,147,3,2,316,4,320,9.51e-102,303.0,DU4_S6_NODE_24_length_9533_cov_3.486992,9129,ATW69333.1,major capsid protein,Streptomyces phage Manuel,321.0,MG518519.1,45177.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Beephvirinae,Manuelvirus,,Manuelvirus manuel,E,Streptomyces phage Manuel,,,MG518519,NC_048685,Complete genome,dsDNA,bacteria,165.88
DU4_S6_NODE_25_length_9442_cov_16.586012_10,ABK00200.1,54.7,150,68,0,3,152,28,177,3.66e-53,169.0,DU4_S6_NODE_25_length_9442_cov_16.586012,9201,ABK00200.1,p55.1,Xanthomonas phage Xop411,189.0,DQ777876.1,44520.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Xipdecavirus,,Xipdecavirus Xop411,E,Xanthomonas phage Xop411,,,DQ777876,NC_009543,Complete genome,dsDNA,bacteria,82.05000000000001
DU4_S6_NODE_25_length_9442_cov_16.586012_12,BAE72736.1,38.8,152,80,5,13,159,10,153,1.22e-18,80.5,DU4_S6_NODE_25_length_9442_cov_16.586012,9201,BAE72736.1,HNH endonuclease family protein,Xipdecavirus OP1,167.0,AP008979.1,43785.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Xipdecavirus,,Xipdecavirus OP1,E,Xanthomonas phage OP1,,,AP008979,NC_007709,Complete genome,dsDNA,bacteria,58.976
DU4_S6_NODE_25_length_9442_cov_16.586012_13,AKG94550.1,60.1,203,81,0,1,203,1,203,5.36e-88,260.0,DU4_S6_NODE_25_length_9442_cov_16.586012,9201,AKG94550.1,endonuclease,Paracoccus phage Shpa,208.0,KR072689.1,38261.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Vhulanivirus,,Vhulanivirus Shpa,E,Paracoccus phage Shpa,,,KR072689,NC_041868,Complete genome,dsDNA,bacteria,122.00299999999999
DU4_S6_NODE_25_length_9442_cov_16.586012_14,AAF80811.2,30.6,235,146,8,62,288,22,247,2.02e-19,87.8,DU4_S6_NODE_25_length_9442_cov_16.586012,9201,AAF80811.2,ERF family protein,Pseudomonas phage D3,250.0,AF165214.2,56426.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Detrevirus,,Detrevirus D3,E,Pseudomonas phage D3,,,AF165214,NC_002484,Complete genome,dsDNA,bacteria,71.91000000000001
DU4_S6_NODE_25_length_9442_cov_16.586012_3,AXN53238.1,49.3,67,24,3,3,67,8,66,5.78e-13,60.1,DU4_S6_NODE_25_length_9442_cov_16.586012,9201,AXN53238.1,hypothetical protein PBI_HARLEY_76,Mycobacterium phage Harley,67.0,MH632119.1,58731.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus harley,E,Mycobacterium phage Harley,,,MH632119,NC_051665,Complete genome,dsDNA,bacteria,33.031
DU4_S6_NODE_27_length_9155_cov_11.350077_11,QMV33385.1,45.3,117,58,3,5,116,4,119,6.91e-25,96.3,DU4_S6_NODE_27_length_9155_cov_11.350077,8880,QMV33385.1,single-stranded DNA-binding protein,Ralstonia phage Heva,188.0,MT740742.1,58352.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cimandefvirus,,Cimandefvirus heva,E,Ralstonia phage Heva,Heva,,MT740742,NC_054960,Complete genome,dsDNA,bacteria,53.00099999999999
DU4_S6_NODE_27_length_9155_cov_11.350077_2,AKA61741.1,39.4,66,39,1,281,346,218,282,5.71e-09,61.2,DU4_S6_NODE_27_length_9155_cov_11.350077,8880,AKA61741.1,terminase,Streptomyces phage TP1604,456.0,KP876466.1,57168.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Woodruffvirus,,Woodruffvirus TP1604,E,Streptomyces phage TP1604,,,KP876466,NC_028818,Complete genome,dsDNA,bacteria,26.004
DU4_S6_NODE_27_length_9155_cov_11.350077_3,AMO43632.1,42.0,88,49,1,2,89,540,625,1.48e-11,61.2,DU4_S6_NODE_27_length_9155_cov_11.350077,8880,AMO43632.1,hypothetical protein C171_00080,Pseudomonas phage YMC11/06/C171_PPU_BP,626.0,KU310944.1,45417.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Autographiviridae,Corkvirinae,Kantovirus,,Kantovirus C171,E,Pseudomonas phage YMC11/06/C171_PPU_BP,,,KU310944,NC_030923,Complete genome,dsDNA,bacteria,36.96
DU4_S6_NODE_27_length_9155_cov_11.350077_8,QDP42907.1,44.2,95,41,2,12,106,38,120,1.02e-17,74.7,DU4_S6_NODE_27_length_9155_cov_11.350077,8880,QDP42907.1,hypothetical protein Goe8_c01340,Bacillus phage vB_BmeM-Goe8,120.0,MN043729.1,161583.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Herelleviridae,Bastillevirinae,Goettingenvirus,,Goettingenvirus goe8,E,Bacillus phage vB_BmeM-Goe8,,,MN043729,NC_048797,Complete genome,dsDNA,bacteria,41.99
DU4_S6_NODE_28_length_9054_cov_3.525343_11,ATW69382.1,43.2,651,341,11,12,643,9,649,1.4200000000000002e-173,511.0,DU4_S6_NODE_28_length_9054_cov_3.525343,6879,ATW69382.1,terminase,Streptomyces phage Immanuel3,660.0,MG518520.1,46094.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Beephvirinae,Immanueltrevirus,,Immanueltrevirus immanuel3,E,Streptomyces phage Immanuel3,,,MG518520,NC_048686,Complete genome,dsDNA,bacteria,281.232
DU4_S6_NODE_28_length_9054_cov_3.525343_12,ATW69322.1,42.2,405,229,4,2,402,4,407,1.77e-103,320.0,DU4_S6_NODE_28_length_9054_cov_3.525343,6879,ATW69322.1,portal protein,Streptomyces phage Manuel,597.0,MG518519.1,45177.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Beephvirinae,Manuelvirus,,Manuelvirus manuel,E,Streptomyces phage Manuel,,,MG518519,NC_048685,Complete genome,dsDNA,bacteria,170.91
DU4_S6_NODE_28_length_9054_cov_3.525343_9,AAQ12141.1,68.0,25,7,1,15,38,61,85,7.16e-06,42.0,DU4_S6_NODE_28_length_9054_cov_3.525343,6879,AAQ12141.1,hypothetical protein PBI_PG1_64,Mycobacterium phage PG1,118.0,AF547430.1,68999.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Bclasvirinae,Pegunavirus,,Pegunavirus Pg1,E,Mycobacterium phage OSmaximus,,,AF547430,NC_005259,Complete genome,dsDNA,bacteria,17.0
DU4_S6_NODE_29_length_9022_cov_17.264841_1,AFH19708.1,53.1,209,94,1,7,215,10,214,1.0599999999999999e-67,211.0,DU4_S6_NODE_29_length_9022_cov_17.264841,8958,AFH19708.1,putative membrane protein,Agrobacterium phage 7-7-1,273.0,JQ312117.1,69391.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Schmittlotzvirus,,Schmittlotzvirus sv771,E,Agrobacterium phage 7-7-1,,,JQ312117,NC_019519,Complete genome,dsDNA,bacteria,110.979
DU4_S6_NODE_29_length_9022_cov_17.264841_7,ARB06118.1,34.8,161,90,5,25,174,1,157,9.15e-17,77.0,DU4_S6_NODE_29_length_9022_cov_17.264841,8958,ARB06118.1,GTA-like protein,Dinoroseobacter phage vB_DshS-R5C,181.0,KY606587.1,77874.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nanhaivirus,,Nanhaivirus D5C,E,Dinoroseobacter phage vB_DshS-R5C,,,KY606587,NC_041921,Complete genome,dsDNA,bacteria,56.028
DU4_S6_NODE_2_length_59917_cov_9.831634_11,ATN94050.1,37.1,307,164,7,37,334,40,326,5.1799999999999994e-54,184.0,DU4_S6_NODE_2_length_59917_cov_9.831634,55350,ATN94050.1,DNA recombinase,Mycobacterium phage Kumao,328.0,MG009575.1,70373.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Vilmaviridae,,Kumaovirus,,Kumaovirus kumao,E,Mycobacterium phage Kumao,,,MG009575,NC_053512,Complete genome,dsDNA,bacteria,113.89699999999999
DU4_S6_NODE_2_length_59917_cov_9.831634_16,AYD83197.1,57.9,76,32,0,11,86,22,97,1.8e-23,90.9,DU4_S6_NODE_2_length_59917_cov_9.831634,55350,AYD83197.1,hypothetical protein SEA_BUGGABOO_5,Gordonia phage Buggaboo,135.0,MH779499.1,68626.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Zierdtviridae,Emilbogenvirinae,Kablunavirus,,Kablunavirus buggaboo,E,Gordonia phage Buggaboo,,,MH779499,NC_055770,Complete genome,dsDNA,bacteria,44.004
DU4_S6_NODE_2_length_59917_cov_9.831634_19,QDH91680.1,37.6,407,217,11,502,882,307,702,5.62e-62,233.0,DU4_S6_NODE_2_length_59917_cov_9.831634,55350,QDH91680.1,terminase,Mycobacterium phage Phrappuccino,1086.0,MK937592.1,136361.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Phrappuccinovirus,,Phreappuccinovirus Phrappuccino,E,Mycobacterium phage Phrappuccino,,,MK937592,NC_054727,Complete genome,dsDNA,bacteria,153.032
DU4_S6_NODE_2_length_59917_cov_9.831634_2,QBZ72672.1,39.0,154,77,3,3,143,11,160,1.9700000000000002e-33,117.0,DU4_S6_NODE_2_length_59917_cov_9.831634,55350,QBZ72672.1,HNH endonuclease,Gordonia phage GodonK,170.0,MK620899.1,122563.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Godonkavirus,,Godonkavirus godonK,E,Gordonia phage GodonK,,,MK620899,NC_048176,Complete genome,dsDNA,bacteria,60.06
