,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_genome_ID,qseqid_ID,qseqid_function,qseqid_protein_length,qseqid_genome_length,qseqid_input_seq,qseqid_virus,sseqid_genome_ID,sseqid_ID,sseqid_function,sseqid_protein_length,sseqid_genome_length,sseqid_input_seq,sseqid_virus,conserved_AA_#
2842,NC_004629.1_34,AGC26307.1,100.0,60,0,0,1,60,1,60,2.98e-38,123.0,NC_004629.1,NC_004629.1_34,,61,257586.0,1.0,,AF399011.1,AGC26307.1,PHIKZ030.1,60.0,280334.0,0.0,Pseudomonas phage phiKZ,60.0
2843,NC_004629.1_34,ATN94912.1,100.0,60,0,0,1,60,1,60,2.98e-38,123.0,NC_004629.1,NC_004629.1_34,,61,257586.0,1.0,,MF805716.1,ATN94912.1,hypothetical protein SL2_335,60.0,279696.0,0.0,Pseudomonas phage SL2,60.0
2844,NC_004629.1_34,YP_009639888.1,100.0,60,0,0,1,60,1,60,2.98e-38,123.0,NC_004629.1,NC_004629.1_34,,61,257586.0,1.0,,NC_004629.1,YP_009639888.1,PHIKZ030.1,Pseudomonas phage phiKZ,280334.0,0.0,60,60.0
2845,NC_004629.1_34,YP_009639888.1,100.0,60,0,0,1,60,1,60,2.98e-38,123.0,NC_004629.1,NC_004629.1_34,,61,257586.0,1.0,,NC_004629.1,YP_009639888.1,PHIKZ030.1,Pseudomonas phage phiKZ,280334.0,0.0,60,60.0
2846,NC_004629.1_34,YP_009619875.1,100.0,60,0,0,1,60,1,60,2.98e-38,123.0,NC_004629.1,NC_004629.1_34,,61,257586.0,1.0,,NC_042081.1,YP_009619875.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,60,60.0
2847,NC_004629.1_35,AAL82932.1,100.0,398,0,0,1,398,1,398,2.5400000000000004e-302,818.0,NC_004629.1,NC_004629.1_35,,399,257586.0,1.0,,AF399011.1,AAL82932.1,PHIKZ031,398.0,280334.0,0.0,Pseudomonas phage phiKZ,398.0
2848,NC_004629.1_35,AFO70811.1,100.0,398,0,0,1,398,1,398,2.5400000000000004e-302,818.0,NC_004629.1,NC_004629.1_35,,399,257586.0,1.0,,JX233784.1,AFO70811.1,hypothetical protein,398.0,266743.0,0.0,Pseudomonas phage PA7,398.0
2849,NC_004629.1_35,ATN94911.1,100.0,398,0,0,1,398,1,398,2.5400000000000004e-302,818.0,NC_004629.1,NC_004629.1_35,,399,257586.0,1.0,,MF805716.1,ATN94911.1,hypothetical protein SL2_334,398.0,279696.0,0.0,Pseudomonas phage SL2,398.0
2850,NC_004629.1_35,NP_803597.1,100.0,398,0,0,1,398,1,398,2.5400000000000004e-302,818.0,NC_004629.1,NC_004629.1_35,,399,257586.0,1.0,,NC_004629.1,NP_803597.1,PHIKZ031,Pseudomonas phage phiKZ,280334.0,0.0,398,398.0
2851,NC_004629.1_35,YP_009617292.1,100.0,398,0,0,1,398,1,398,2.5400000000000004e-302,818.0,NC_004629.1,NC_004629.1_35,,399,257586.0,1.0,,NC_042060.1,YP_009617292.1,hypothetical protein,Pseudomonas phage PA7,266743.0,0.0,398,398.0
2852,NC_004629.1_36,AFO70810.1,100.0,118,0,0,1,118,1,118,1.59e-82,239.0,NC_004629.1,NC_004629.1_36,,119,257586.0,1.0,,JX233784.1,AFO70810.1,hypothetical protein,118.0,266743.0,0.0,Pseudomonas phage PA7,118.0
2853,NC_004629.1_36,ATN94910.1,100.0,118,0,0,1,118,1,118,1.59e-82,239.0,NC_004629.1,NC_004629.1_36,,119,257586.0,1.0,,MF805716.1,ATN94910.1,hypothetical protein SL2_333,118.0,279696.0,0.0,Pseudomonas phage SL2,118.0
2854,NC_004629.1_36,YP_009617291.1,100.0,118,0,0,1,118,1,118,1.59e-82,239.0,NC_004629.1,NC_004629.1_36,,119,257586.0,1.0,,NC_042060.1,YP_009617291.1,hypothetical protein,Pseudomonas phage PA7,266743.0,0.0,118,118.0
2855,NC_004629.1_36,YP_009619873.1,100.0,118,0,0,1,118,1,118,1.59e-82,239.0,NC_004629.1,NC_004629.1_36,,119,257586.0,1.0,,NC_042081.1,YP_009619873.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,118,118.0
2856,NC_004629.1_36,AGC26308.1,100.0,118,0,0,1,118,3,120,1.7e-82,239.0,NC_004629.1,NC_004629.1_36,,119,257586.0,1.0,,AF399011.1,AGC26308.1,PHIKZ031.1,120.0,280334.0,0.0,Pseudomonas phage phiKZ,118.0
2857,NC_004629.1_37,AAL82933.2,100.0,412,0,0,1,412,1,412,1.26e-300,815.0,NC_004629.1,NC_004629.1_37,,413,257586.0,1.0,,AF399011.1,AAL82933.2,PHIKZ032,412.0,280334.0,0.0,Pseudomonas phage phiKZ,412.0
2858,NC_004629.1_37,NP_803598.2,100.0,412,0,0,1,412,1,412,1.26e-300,815.0,NC_004629.1,NC_004629.1_37,,413,257586.0,1.0,,NC_004629.1,NP_803598.2,PHIKZ032,Pseudomonas phage phiKZ,280334.0,0.0,412,412.0
2859,NC_004629.1_37,NP_803598.2,100.0,412,0,0,1,412,1,412,1.26e-300,815.0,NC_004629.1,NC_004629.1_37,,413,257586.0,1.0,,NC_004629.1,NP_803598.2,PHIKZ032,Pseudomonas phage phiKZ,280334.0,0.0,412,412.0
2860,NC_004629.1_37,AFO70809.1,99.8,412,1,0,1,412,13,424,2.8299999999999997e-300,815.0,NC_004629.1,NC_004629.1_37,,413,257586.0,1.0,,JX233784.1,AFO70809.1,hypothetical protein,424.0,266743.0,0.0,Pseudomonas phage PA7,411.176
2861,NC_004629.1_37,YP_009617290.1,99.8,412,1,0,1,412,13,424,2.8299999999999997e-300,815.0,NC_004629.1,NC_004629.1_37,,413,257586.0,1.0,,NC_042060.1,YP_009617290.1,hypothetical protein,Pseudomonas phage PA7,266743.0,0.0,424,411.176
2862,NC_004629.1_38,AAL82934.1,100.0,289,0,0,1,289,1,289,6.05e-205,563.0,NC_004629.1,NC_004629.1_38,,290,257586.0,1.0,,AF399011.1,AAL82934.1,PHIKZ033,289.0,280334.0,0.0,Pseudomonas phage phiKZ,289.0
2863,NC_004629.1_38,NP_803599.1,100.0,289,0,0,1,289,1,289,6.05e-205,563.0,NC_004629.1,NC_004629.1_38,,290,257586.0,1.0,,NC_004629.1,NP_803599.1,PHIKZ033,Pseudomonas phage phiKZ,280334.0,0.0,289,289.0
2864,NC_004629.1_38,NP_803599.1,100.0,289,0,0,1,289,1,289,6.05e-205,563.0,NC_004629.1,NC_004629.1_38,,290,257586.0,1.0,,NC_004629.1,NP_803599.1,PHIKZ033,Pseudomonas phage phiKZ,280334.0,0.0,289,289.0
2865,NC_004629.1_38,ATN94908.1,98.6,289,4,0,1,289,1,289,3.35e-202,556.0,NC_004629.1,NC_004629.1_38,,290,257586.0,1.0,,MF805716.1,ATN94908.1,hypothetical protein SL2_331,289.0,279696.0,0.0,Pseudomonas phage SL2,284.954
2866,NC_004629.1_38,YP_009619871.1,98.6,289,4,0,1,289,1,289,3.35e-202,556.0,NC_004629.1,NC_004629.1_38,,290,257586.0,1.0,,NC_042081.1,YP_009619871.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,289,284.954
2867,NC_004629.1_39,AGC26309.1,100.0,67,0,0,1,67,1,67,1.32e-44,140.0,NC_004629.1,NC_004629.1_39,,68,257586.0,1.0,,AF399011.1,AGC26309.1,PHIKZ033.1,67.0,280334.0,0.0,Pseudomonas phage phiKZ,67.0
2868,NC_004629.1_39,ATN94907.1,100.0,67,0,0,1,67,1,67,1.32e-44,140.0,NC_004629.1,NC_004629.1_39,,68,257586.0,1.0,,MF805716.1,ATN94907.1,hypothetical protein SL2_330,67.0,279696.0,0.0,Pseudomonas phage SL2,67.0
2869,NC_004629.1_39,YP_009639890.1,100.0,67,0,0,1,67,1,67,1.32e-44,140.0,NC_004629.1,NC_004629.1_39,,68,257586.0,1.0,,NC_004629.1,YP_009639890.1,PHIKZ033.1,Pseudomonas phage phiKZ,280334.0,0.0,67,67.0
2870,NC_004629.1_39,YP_009639890.1,100.0,67,0,0,1,67,1,67,1.32e-44,140.0,NC_004629.1,NC_004629.1_39,,68,257586.0,1.0,,NC_004629.1,YP_009639890.1,PHIKZ033.1,Pseudomonas phage phiKZ,280334.0,0.0,67,67.0
2871,NC_004629.1_39,YP_009619870.1,100.0,67,0,0,1,67,1,67,1.32e-44,140.0,NC_004629.1,NC_004629.1_39,,68,257586.0,1.0,,NC_042081.1,YP_009619870.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,67,67.0
2872,NC_004629.1_40,AAL82935.1,100.0,256,0,0,1,256,1,256,2.0299999999999998e-191,526.0,NC_004629.1,NC_004629.1_40,,257,257586.0,1.0,,AF399011.1,AAL82935.1,PHIKZ034,256.0,280334.0,0.0,Pseudomonas phage phiKZ,256.0
2873,NC_004629.1_40,NP_803600.1,100.0,256,0,0,1,256,1,256,2.0299999999999998e-191,526.0,NC_004629.1,NC_004629.1_40,,257,257586.0,1.0,,NC_004629.1,NP_803600.1,PHIKZ034,Pseudomonas phage phiKZ,280334.0,0.0,256,256.0
2874,NC_004629.1_40,NP_803600.1,100.0,256,0,0,1,256,1,256,2.0299999999999998e-191,526.0,NC_004629.1,NC_004629.1_40,,257,257586.0,1.0,,NC_004629.1,NP_803600.1,PHIKZ034,Pseudomonas phage phiKZ,280334.0,0.0,256,256.0
2875,NC_004629.1_40,ATN94906.1,99.6,256,1,0,1,256,1,256,8.249999999999999e-191,525.0,NC_004629.1,NC_004629.1_40,,257,257586.0,1.0,,MF805716.1,ATN94906.1,hypothetical protein SL2_329,256.0,279696.0,0.0,Pseudomonas phage SL2,254.976
2876,NC_004629.1_40,YP_009619869.1,99.6,256,1,0,1,256,1,256,8.249999999999999e-191,525.0,NC_004629.1,NC_004629.1_40,,257,257586.0,1.0,,NC_042081.1,YP_009619869.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,256,254.976
2877,NC_004629.1_41,AAL82936.1,100.0,271,0,0,1,271,1,271,4.19e-120,347.0,NC_004629.1,NC_004629.1_41,,272,257586.0,1.0,,AF399011.1,AAL82936.1,PHIKZ035,271.0,280334.0,0.0,Pseudomonas phage phiKZ,271.0
2878,NC_004629.1_41,NP_803601.1,100.0,271,0,0,1,271,1,271,4.19e-120,347.0,NC_004629.1,NC_004629.1_41,,272,257586.0,1.0,,NC_004629.1,NP_803601.1,virion structural protein,Pseudomonas phage phiKZ,280334.0,0.0,271,271.0
2879,NC_004629.1_41,NP_803601.1,100.0,271,0,0,1,271,1,271,4.19e-120,347.0,NC_004629.1,NC_004629.1_41,,272,257586.0,1.0,,NC_004629.1,NP_803601.1,virion structural protein,Pseudomonas phage phiKZ,280334.0,0.0,271,271.0
2880,NC_004629.1_41,ATN94905.1,87.1,271,35,0,1,271,1,271,2.2400000000000002e-88,266.0,NC_004629.1,NC_004629.1_41,,272,257586.0,1.0,,MF805716.1,ATN94905.1,hypothetical protein SL2_328,271.0,279696.0,0.0,Pseudomonas phage SL2,236.04099999999997
2881,NC_004629.1_41,YP_009619868.1,87.1,271,35,0,1,271,1,271,2.2400000000000002e-88,266.0,NC_004629.1,NC_004629.1_41,,272,257586.0,1.0,,NC_042081.1,YP_009619868.1,virion structural protein,Pseudomonas phage SL2,279696.0,0.0,271,236.04099999999997
2882,NC_004629.1_42,AAL82937.1,100.0,271,0,0,1,271,1,271,6.08e-205,561.0,NC_004629.1,NC_004629.1_42,,272,257586.0,1.0,,AF399011.1,AAL82937.1,PHIKZ036,271.0,280334.0,0.0,Pseudomonas phage phiKZ,271.0
2883,NC_004629.1_42,NP_803602.1,100.0,271,0,0,1,271,1,271,6.08e-205,561.0,NC_004629.1,NC_004629.1_42,,272,257586.0,1.0,,NC_004629.1,NP_803602.1,PHIKZ036,Pseudomonas phage phiKZ,280334.0,0.0,271,271.0
2884,NC_004629.1_42,NP_803602.1,100.0,271,0,0,1,271,1,271,6.08e-205,561.0,NC_004629.1,NC_004629.1_42,,272,257586.0,1.0,,NC_004629.1,NP_803602.1,PHIKZ036,Pseudomonas phage phiKZ,280334.0,0.0,271,271.0
2885,NC_004629.1_42,ATN94904.1,98.2,271,4,1,1,271,1,270,8.960000000000001e-200,548.0,NC_004629.1,NC_004629.1_42,,272,257586.0,1.0,,MF805716.1,ATN94904.1,hypothetical protein SL2_327,270.0,279696.0,0.0,Pseudomonas phage SL2,266.122
2886,NC_004629.1_42,YP_009619867.1,98.2,271,4,1,1,271,1,270,8.960000000000001e-200,548.0,NC_004629.1,NC_004629.1_42,,272,257586.0,1.0,,NC_042081.1,YP_009619867.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,270,266.122
2887,NC_004629.1_43,AAL82938.1,100.0,273,0,0,1,273,1,273,3.38e-203,557.0,NC_004629.1,NC_004629.1_43,,274,257586.0,1.0,,AF399011.1,AAL82938.1,PHIKZ037,273.0,280334.0,0.0,Pseudomonas phage phiKZ,273.0
2888,NC_004629.1_43,NP_803603.1,100.0,273,0,0,1,273,1,273,3.38e-203,557.0,NC_004629.1,NC_004629.1_43,,274,257586.0,1.0,,NC_004629.1,NP_803603.1,PHIKZ037,Pseudomonas phage phiKZ,280334.0,0.0,273,273.0
2889,NC_004629.1_43,NP_803603.1,100.0,273,0,0,1,273,1,273,3.38e-203,557.0,NC_004629.1,NC_004629.1_43,,274,257586.0,1.0,,NC_004629.1,NP_803603.1,PHIKZ037,Pseudomonas phage phiKZ,280334.0,0.0,273,273.0
2890,NC_004629.1_43,ATN94903.1,86.4,273,37,0,1,273,1,273,5.36e-175,486.0,NC_004629.1,NC_004629.1_43,,274,257586.0,1.0,,MF805716.1,ATN94903.1,hypothetical protein SL2_326,273.0,279696.0,0.0,Pseudomonas phage SL2,235.872
2891,NC_004629.1_43,YP_009619866.1,86.4,273,37,0,1,273,1,273,5.36e-175,486.0,NC_004629.1,NC_004629.1_43,,274,257586.0,1.0,,NC_042081.1,YP_009619866.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,273,235.872
2892,NC_004629.1_44,AAL82939.1,100.0,170,0,0,1,170,1,170,3.5199999999999996e-120,339.0,NC_004629.1,NC_004629.1_44,,171,257586.0,1.0,,AF399011.1,AAL82939.1,PHIKZ038,170.0,280334.0,0.0,Pseudomonas phage phiKZ,170.0
2893,NC_004629.1_44,NP_803604.1,100.0,170,0,0,1,170,1,170,3.5199999999999996e-120,339.0,NC_004629.1,NC_004629.1_44,,171,257586.0,1.0,,NC_004629.1,NP_803604.1,PHIKZ038,Pseudomonas phage phiKZ,280334.0,0.0,170,170.0
2894,NC_004629.1_44,NP_803604.1,100.0,170,0,0,1,170,1,170,3.5199999999999996e-120,339.0,NC_004629.1,NC_004629.1_44,,171,257586.0,1.0,,NC_004629.1,NP_803604.1,PHIKZ038,Pseudomonas phage phiKZ,280334.0,0.0,170,170.0
2895,NC_004629.1_44,ATN94902.1,95.3,170,8,0,1,170,1,170,1.32e-115,327.0,NC_004629.1,NC_004629.1_44,,171,257586.0,1.0,,MF805716.1,ATN94902.1,hypothetical protein SL2_325,170.0,279696.0,0.0,Pseudomonas phage SL2,162.01
2896,NC_004629.1_44,YP_009619865.1,95.3,170,8,0,1,170,1,170,1.32e-115,327.0,NC_004629.1,NC_004629.1_44,,171,257586.0,1.0,,NC_042081.1,YP_009619865.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,170,162.01
2897,NC_004629.1_45,AAL82940.1,100.0,326,0,0,1,326,2,327,3.46e-232,635.0,NC_004629.1,NC_004629.1_45,,327,257586.0,1.0,,AF399011.1,AAL82940.1,PHIKZ039,327.0,280334.0,0.0,Pseudomonas phage phiKZ,326.0
2898,NC_004629.1_45,NP_803605.1,100.0,326,0,0,1,326,2,327,3.46e-232,635.0,NC_004629.1,NC_004629.1_45,,327,257586.0,1.0,,NC_004629.1,NP_803605.1,tubulin PhuZ,Pseudomonas phage phiKZ,280334.0,0.0,327,326.0
2899,NC_004629.1_45,NP_803605.1,100.0,326,0,0,1,326,2,327,3.46e-232,635.0,NC_004629.1,NC_004629.1_45,,327,257586.0,1.0,,NC_004629.1,NP_803605.1,tubulin PhuZ,Pseudomonas phage phiKZ,280334.0,0.0,327,326.0
2900,NC_004629.1_45,ATN94901.1,99.1,326,3,0,1,326,1,326,2.25e-230,630.0,NC_004629.1,NC_004629.1_45,,327,257586.0,1.0,,MF805716.1,ATN94901.1,hypothetical protein SL2_324,326.0,279696.0,0.0,Pseudomonas phage SL2,323.066
2901,NC_004629.1_45,YP_009619864.1,99.1,326,3,0,1,326,1,326,2.25e-230,630.0,NC_004629.1,NC_004629.1_45,,327,257586.0,1.0,,NC_042081.1,YP_009619864.1,tubulin PhuZ,Pseudomonas phage SL2,279696.0,0.0,326,323.066
2902,NC_004629.1_46,AAL82941.1,100.0,160,0,0,1,160,1,160,8.15e-121,340.0,NC_004629.1,NC_004629.1_46,,161,257586.0,1.0,,AF399011.1,AAL82941.1,PHIKZ040,160.0,280334.0,0.0,Pseudomonas phage phiKZ,160.0
2903,NC_004629.1_46,ATN94900.1,100.0,160,0,0,1,160,1,160,8.15e-121,340.0,NC_004629.1,NC_004629.1_46,,161,257586.0,1.0,,MF805716.1,ATN94900.1,hypothetical protein SL2_323,160.0,279696.0,0.0,Pseudomonas phage SL2,160.0
2904,NC_004629.1_46,NP_803606.1,100.0,160,0,0,1,160,1,160,8.15e-121,340.0,NC_004629.1,NC_004629.1_46,,161,257586.0,1.0,,NC_004629.1,NP_803606.1,dual specificity protein phosphatase family protein,Pseudomonas phage phiKZ,280334.0,0.0,160,160.0
2905,NC_004629.1_46,NP_803606.1,100.0,160,0,0,1,160,1,160,8.15e-121,340.0,NC_004629.1,NC_004629.1_46,,161,257586.0,1.0,,NC_004629.1,NP_803606.1,dual specificity protein phosphatase family protein,Pseudomonas phage phiKZ,280334.0,0.0,160,160.0
2906,NC_004629.1_46,YP_009619863.1,100.0,160,0,0,1,160,1,160,8.15e-121,340.0,NC_004629.1,NC_004629.1_46,,161,257586.0,1.0,,NC_042081.1,YP_009619863.1,dual specificity protein phosphatase family protein,Pseudomonas phage SL2,279696.0,0.0,160,160.0
2907,NC_004629.1_47,AAL82942.1,100.0,157,0,0,1,157,1,157,4.2200000000000004e-117,330.0,NC_004629.1,NC_004629.1_47,,158,257586.0,1.0,,AF399011.1,AAL82942.1,PHIKZ041,157.0,280334.0,0.0,Pseudomonas phage phiKZ,157.0
2908,NC_004629.1_47,NP_803607.1,100.0,157,0,0,1,157,1,157,4.2200000000000004e-117,330.0,NC_004629.1,NC_004629.1_47,,158,257586.0,1.0,,NC_004629.1,NP_803607.1,PHIKZ041,Pseudomonas phage phiKZ,280334.0,0.0,157,157.0
2909,NC_004629.1_47,NP_803607.1,100.0,157,0,0,1,157,1,157,4.2200000000000004e-117,330.0,NC_004629.1,NC_004629.1_47,,158,257586.0,1.0,,NC_004629.1,NP_803607.1,PHIKZ041,Pseudomonas phage phiKZ,280334.0,0.0,157,157.0
2910,NC_004629.1_47,ATN94899.1,99.4,157,1,0,1,157,1,157,2.44e-116,328.0,NC_004629.1,NC_004629.1_47,,158,257586.0,1.0,,MF805716.1,ATN94899.1,hypothetical protein SL2_322,157.0,279696.0,0.0,Pseudomonas phage SL2,156.05800000000002
2911,NC_004629.1_47,YP_009619862.1,99.4,157,1,0,1,157,1,157,2.44e-116,328.0,NC_004629.1,NC_004629.1_47,,158,257586.0,1.0,,NC_042081.1,YP_009619862.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,157,156.05800000000002
2912,NC_004629.1_48,AGC26310.1,100.0,105,0,0,1,105,1,105,6.1e-74,217.0,NC_004629.1,NC_004629.1_48,,106,257586.0,1.0,,AF399011.1,AGC26310.1,PHIKZ041.1,105.0,280334.0,0.0,Pseudomonas phage phiKZ,105.0
2913,NC_004629.1_48,YP_009639891.1,100.0,105,0,0,1,105,1,105,6.1e-74,217.0,NC_004629.1,NC_004629.1_48,,106,257586.0,1.0,,NC_004629.1,YP_009639891.1,PHIKZ041.1,Pseudomonas phage phiKZ,280334.0,0.0,105,105.0
2914,NC_004629.1_48,YP_009639891.1,100.0,105,0,0,1,105,1,105,6.1e-74,217.0,NC_004629.1,NC_004629.1_48,,106,257586.0,1.0,,NC_004629.1,YP_009639891.1,PHIKZ041.1,Pseudomonas phage phiKZ,280334.0,0.0,105,105.0
2915,NC_004629.1_48,ATN94898.1,98.1,105,2,0,1,105,1,105,7.14e-73,214.0,NC_004629.1,NC_004629.1_48,,106,257586.0,1.0,,MF805716.1,ATN94898.1,hypothetical protein SL2_321,105.0,279696.0,0.0,Pseudomonas phage SL2,103.005
2916,NC_004629.1_48,YP_009619861.1,98.1,105,2,0,1,105,1,105,7.14e-73,214.0,NC_004629.1,NC_004629.1_48,,106,257586.0,1.0,,NC_042081.1,YP_009619861.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,105,103.005
2917,NC_004629.1_49,AGC26311.1,100.0,95,0,0,1,95,1,95,2e-63,189.0,NC_004629.1,NC_004629.1_49,,96,257586.0,1.0,,AF399011.1,AGC26311.1,PHIKZ041.2,95.0,280334.0,0.0,Pseudomonas phage phiKZ,95.0
2918,NC_004629.1_49,YP_009639892.1,100.0,95,0,0,1,95,1,95,2e-63,189.0,NC_004629.1,NC_004629.1_49,,96,257586.0,1.0,,NC_004629.1,YP_009639892.1,PHIKZ041.2,Pseudomonas phage phiKZ,280334.0,0.0,95,95.0
2919,NC_004629.1_49,YP_009639892.1,100.0,95,0,0,1,95,1,95,2e-63,189.0,NC_004629.1,NC_004629.1_49,,96,257586.0,1.0,,NC_004629.1,YP_009639892.1,PHIKZ041.2,Pseudomonas phage phiKZ,280334.0,0.0,95,95.0
2920,NC_004629.1_49,ATN94897.1,97.9,95,2,0,1,95,1,95,3.3299999999999997e-62,186.0,NC_004629.1,NC_004629.1_49,,96,257586.0,1.0,,MF805716.1,ATN94897.1,hypothetical protein SL2_320,95.0,279696.0,0.0,Pseudomonas phage SL2,93.005
2921,NC_004629.1_49,YP_009619860.1,97.9,95,2,0,1,95,1,95,3.3299999999999997e-62,186.0,NC_004629.1,NC_004629.1_49,,96,257586.0,1.0,,NC_042081.1,YP_009619860.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,95,93.005
2922,NC_004629.1_50,AGC26312.1,100.0,75,0,0,1,75,1,75,9e-51,156.0,NC_004629.1,NC_004629.1_50,,76,257586.0,1.0,,AF399011.1,AGC26312.1,PHIKZ041.3,75.0,280334.0,0.0,Pseudomonas phage phiKZ,75.0
2923,NC_004629.1_50,ATN94896.1,100.0,75,0,0,1,75,1,75,9e-51,156.0,NC_004629.1,NC_004629.1_50,,76,257586.0,1.0,,MF805716.1,ATN94896.1,hypothetical protein SL2_319,75.0,279696.0,0.0,Pseudomonas phage SL2,75.0
2924,NC_004629.1_50,YP_009639893.1,100.0,75,0,0,1,75,1,75,9e-51,156.0,NC_004629.1,NC_004629.1_50,,76,257586.0,1.0,,NC_004629.1,YP_009639893.1,PHIKZ041.3,Pseudomonas phage phiKZ,280334.0,0.0,75,75.0
2925,NC_004629.1_50,YP_009639893.1,100.0,75,0,0,1,75,1,75,9e-51,156.0,NC_004629.1,NC_004629.1_50,,76,257586.0,1.0,,NC_004629.1,YP_009639893.1,PHIKZ041.3,Pseudomonas phage phiKZ,280334.0,0.0,75,75.0
2926,NC_004629.1_50,YP_009619859.1,100.0,75,0,0,1,75,1,75,9e-51,156.0,NC_004629.1,NC_004629.1_50,,76,257586.0,1.0,,NC_042081.1,YP_009619859.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,75,75.0
2927,NC_004629.1_51,AAL82943.1,100.0,266,0,0,1,266,1,266,3.23e-193,531.0,NC_004629.1,NC_004629.1_51,,267,257586.0,1.0,,AF399011.1,AAL82943.1,PHIKZ042,266.0,280334.0,0.0,Pseudomonas phage phiKZ,266.0
2928,NC_004629.1_51,ATN94895.1,100.0,266,0,0,1,266,1,266,3.23e-193,531.0,NC_004629.1,NC_004629.1_51,,267,257586.0,1.0,,MF805716.1,ATN94895.1,hypothetical protein SL2_318,266.0,279696.0,0.0,Pseudomonas phage SL2,266.0
2929,NC_004629.1_51,NP_803608.1,100.0,266,0,0,1,266,1,266,3.23e-193,531.0,NC_004629.1,NC_004629.1_51,,267,257586.0,1.0,,NC_004629.1,NP_803608.1,PHIKZ042,Pseudomonas phage phiKZ,280334.0,0.0,266,266.0
2930,NC_004629.1_51,NP_803608.1,100.0,266,0,0,1,266,1,266,3.23e-193,531.0,NC_004629.1,NC_004629.1_51,,267,257586.0,1.0,,NC_004629.1,NP_803608.1,PHIKZ042,Pseudomonas phage phiKZ,280334.0,0.0,266,266.0
2931,NC_004629.1_51,YP_009619858.1,100.0,266,0,0,1,266,1,266,3.23e-193,531.0,NC_004629.1,NC_004629.1_51,,267,257586.0,1.0,,NC_042081.1,YP_009619858.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,266,266.0
2932,NC_004629.1_52,ATN94894.1,98.5,136,2,0,7,142,2,137,1.83e-96,276.0,NC_004629.1,NC_004629.1_52,,143,257586.0,1.0,,MF805716.1,ATN94894.1,hypothetical protein SL2_317,137.0,279696.0,0.0,Pseudomonas phage SL2,133.96
2933,NC_004629.1_52,YP_009619857.1,98.5,136,2,0,7,142,2,137,1.83e-96,276.0,NC_004629.1,NC_004629.1_52,,143,257586.0,1.0,,NC_042081.1,YP_009619857.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,137,133.96
2934,NC_004629.1_52,YP_010660780.1,36.7,79,49,1,64,142,53,130,1.97e-10,58.2,NC_004629.1,NC_004629.1_52,,143,257586.0,1.0,,NC_070882.1,YP_010660780.1,hypothetical protein,Pseudomonas phage vB_PaeM_PS119XW,301543.0,0.0,130,28.993000000000002
2935,NC_004629.1_52,YP_010347587.1,34.6,78,51,0,65,142,52,129,2.89e-09,55.1,NC_004629.1,NC_004629.1_52,,143,257586.0,1.0,,NC_062581.1,YP_010347587.1,hypothetical protein,Pseudomonas phage Psa21,305260.0,0.0,129,26.988000000000003
2936,NC_004629.1_52,YP_010348027.1,25.9,135,90,3,13,141,17,147,5.97e-08,52.0,NC_004629.1,NC_004629.1_52,,143,257586.0,1.0,,NC_062582.1,YP_010348027.1,hypothetical protein,Pseudomonas phage Phabio,309157.0,0.0,148,34.965
2937,NC_004629.1_53,AAL82944.1,100.0,357,0,0,1,357,1,357,1.1700000000000001e-259,707.0,NC_004629.1,NC_004629.1_53,,358,257586.0,1.0,,AF399011.1,AAL82944.1,PHIKZ043,357.0,280334.0,0.0,Pseudomonas phage phiKZ,357.0
2938,NC_004629.1_53,NP_803609.1,100.0,357,0,0,1,357,1,357,1.1700000000000001e-259,707.0,NC_004629.1,NC_004629.1_53,,358,257586.0,1.0,,NC_004629.1,NP_803609.1,PHIKZ043,Pseudomonas phage phiKZ,280334.0,0.0,357,357.0
2939,NC_004629.1_53,NP_803609.1,100.0,357,0,0,1,357,1,357,1.1700000000000001e-259,707.0,NC_004629.1,NC_004629.1_53,,358,257586.0,1.0,,NC_004629.1,NP_803609.1,PHIKZ043,Pseudomonas phage phiKZ,280334.0,0.0,357,357.0
2940,NC_004629.1_53,ATN94893.1,97.2,357,10,0,1,357,1,357,1.46e-253,692.0,NC_004629.1,NC_004629.1_53,,358,257586.0,1.0,,MF805716.1,ATN94893.1,hypothetical protein SL2_316,357.0,279696.0,0.0,Pseudomonas phage SL2,347.004
