qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_ID,qseqid_genome_length,protein_ncbi_acc,definition,virus,protein_length,genome_ncbi_acc,sseqid_genome_length,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source
CG5_S8_NODE_1_length_66368_cov_6.286132_83,AAR04671.1,47.9,119,60,1,4,122,5,121,6.1e-29,107.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AAR04671.1,putative HNH endonuclease,Lactobacillus phage Lc-Nu,192.0,AY131267.2,36466.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Lacnuvirus,,Lacnuvirus LcNu,E,Lactobacillus phage Lc-Nu,,,AY131267,NC_007501,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_83,ARM65604.1,38.7,163,96,2,2,164,1,159,1.52e-28,106.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ARM65604.1,HNH endonuclease,Lactococcus phage LW31,174.0,KY554762.1,60551.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Teubervirus,,Teubervirus LW31,E,Lactococcus phage LW31,,,KY554762,NC_049806,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_83,ARM65949.1,38.7,163,96,2,2,164,1,159,1.52e-28,106.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ARM65949.1,HNH endonuclease,Lactococcus phage AM6,174.0,KY554766.1,62054.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Teubervirus,,Teubervirus AM6,E,Lactococcus phage AM6,,,KY554766,NC_049807,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_83,AFR52615.1,38.8,170,97,2,2,164,1,170,4.58e-28,105.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AFR52615.1,putative HNH endonuclease,Lactococcus phage BM13,190.0,JX567312.1,30910.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Vedamuthuvirus,,Vedamuthuvirus BM13,E,Lactococcus phage BM13,,,JX567312,NC_021861,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_83,CAD43927.1,46.2,119,62,1,4,122,36,152,4.95e-28,105.0,CG5_S8_NODE_1_length_66368_cov_6,61605,CAD43927.1,putative endodeoxyribonuclease,Lactobacillus phage A2,207.0,AJ251789.2,43411.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ashduovirus,,Ashduovirus A2,E,Lactobacillus phage A2,,,AJ251789,NC_004112,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_83,BBD20125.1,41.0,166,87,4,4,165,14,172,6.3e-28,105.0,CG5_S8_NODE_1_length_66368_cov_6,61605,BBD20125.1,HNH endonuclease,Lactobacillus phage T25,189.0,AP018361.1,38421.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sukhumvitvirus,,Sukhumvitvirus T25,E,Lactobacillus phage T25,,,AP018361,NC_048625,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_83,ADH03403.1,46.8,141,66,3,4,136,2,141,6.89e-28,104.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ADH03403.1,gp257,Bacillus phage W.Ph.,179.0,HM144387.1,156897.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Herelleviridae,Bastillevirinae,Wphvirus,,Wphvirus WPh,E,Bacillus phage W.Ph.,,,HM144387,NC_016563,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_83,BAM20901.1,45.3,150,76,4,4,149,2,149,2.6e-27,103.0,CG5_S8_NODE_1_length_66368_cov_6,61605,BAM20901.1,putative HNH homing endonuclease,Enterococcus phage BC611,177.0,AB712291.1,53996.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Saphexavirus,,Saphexavirus BC611,E,Enterococcus phage BC611,,,AB712291,NC_018086,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_83,AKF12742.1,41.6,166,79,7,4,165,5,156,1.3600000000000002e-26,100.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AKF12742.1,HNH endonuclease,Sinorhizobium phage phiM7,161.0,KR052480.1,188427.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Emdodecavirus,,Emdodecavirus M7,E,Sinorhizobium phage phiM7,,,KR052480,NC_041929,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_83,AKF13472.1,41.6,166,79,7,4,165,5,156,1.3600000000000002e-26,100.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AKF13472.1,HNH endonuclease,Sinorhizobium phage phiN3,161.0,KR052482.1,206713.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Emdodecavirus,,Emdodecavirus N3,E,Sinorhizobium phage phiN3,,,KR052482,NC_028945,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_83,ALJ97771.1,38.2,165,97,2,4,165,5,167,2.4500000000000002e-26,100.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ALJ97771.1,HNH homing endonuclease,Lactobacillus phage CL1,184.0,KR905066.1,39474.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Colunavirus,,Colunavirus CL1,E,Lactobacillus phage CL1,,,KR905066,NC_028888,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_83,ATN93890.1,52.3,107,48,2,4,110,5,108,5.48e-26,99.8,CG5_S8_NODE_1_length_66368_cov_6,61605,ATN93890.1,endonuclease,Lactobacillus phage LJ,175.0,MF999224.1,44260.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Junavirus,,Junavirus LJ,E,Lactobacillus phage LJ,,,MF999224,NC_048680,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_83,ABY84352.1,38.6,166,91,4,4,165,5,163,8.78e-26,99.4,CG5_S8_NODE_1_length_66368_cov_6,61605,ABY84352.1,endonuclease,Lactobacillus phage Lrm1,180.0,EU246945.1,39989.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Larmunavirus,,Larmunavirus Lrm1,E,Lactobacillus phage Lrm1,,,EU246945,NC_011104,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_83,QLF85204.1,34.9,166,100,3,4,161,24,189,9.68e-26,99.8,CG5_S8_NODE_1_length_66368_cov_6,61605,QLF85204.1,HNH endonuclease,Flavobacterium phage vB_FspP_elemoA_7-9A,198.0,MT497017.1,61691.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Elemovirus,,Elemovirus elemoA,E,Flavobacterium phage vB_FspP_elemoA_7-9A,elemoA_7-9A,,MT497017,NC_055852,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_83,AWH15179.1,48.2,110,55,1,4,113,3,110,1.04e-25,99.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AWH15179.1,HNH endonuclease family protein,Enterococcus phage vB_EfaS_AL3,173.0,MH203383.1,40789.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Efquatrovirus,,Efquatrovirus AL3,E,Enterococcus phage vB_EfaS_AL3,,,MH203383,NC_042126,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_83,AWH15299.1,38.6,166,84,5,4,165,3,154,1.87e-25,98.2,CG5_S8_NODE_1_length_66368_cov_6,61605,AWH15299.1,HNH endonuclease family protein,Enterococcus phage vB_EfaS_AL2,169.0,MH203384.1,40836.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Efquatrovirus,,Efquatrovirus AL2,E,Enterococcus phage vB_EfaS_AL2,,,MH203384,NC_042127,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_83,BBI90364.1,36.3,160,81,3,2,149,1,151,2.34e-25,98.2,CG5_S8_NODE_1_length_66368_cov_6,61605,BBI90364.1,HNH endonuclease family protein,Lactococcus phage phiQ1,178.0,AP019527.1,59833.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Teubervirus,,Teubervirus Q1,E,Lactococcus phage phiQ1,,,AP019527,NC_049805,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_83,AHB79481.1,47.5,118,52,1,2,119,16,123,2.46e-25,98.6,CG5_S8_NODE_1_length_66368_cov_6,61605,AHB79481.1,hypothetical protein psb1_0063,Shigella phage pSb-1,194.0,KF620435.1,71629.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Schitoviridae,Enquatrovirinae,Gamaleyavirus,,Gamaleyavirus Sb1,E,Shigella phage pSb-1,,,KF620435,NC_023589,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_83,BBI90388.1,43.7,119,65,1,2,120,1,117,3.14e-25,97.8,CG5_S8_NODE_1_length_66368_cov_6,61605,BBI90388.1,phage endonuclease,Lactococcus phage phiQ1,176.0,AP019527.1,59833.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Teubervirus,,Teubervirus Q1,E,Lactococcus phage phiQ1,,,AP019527,NC_049805,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_83,QWM89412.1,37.4,171,98,4,2,165,1,169,5.02e-25,97.4,CG5_S8_NODE_1_length_66368_cov_6,61605,QWM89412.1,HNH endonuclease,CrAss-like virus sp.,181.0,MZ130478.1,100314.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Steigviridae,Asinivirinae,Kolpuevirus,,Kolpuevirus coli,E,uncultured phage cr151_1,,,MZ130478,NC_062768,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_92,ATW57906.1,39.4,160,87,2,38,187,33,192,3.2e-22,94.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ATW57906.1,lytic enzyme,Pseudomonas phage tabernarius,220.0,MG018926.1,67498.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Tabernariusvirus,,Tabernariusvirus tabernarius,E,Pseudomonas phage tabernarius,,,MG018926,NC_042092,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_92,ACV50034.1,37.4,163,90,3,38,194,32,188,2.06e-19,85.9,CG5_S8_NODE_1_length_66368_cov_6,61605,ACV50034.1,putative lysis protein,Delftia phage PhiW-14,196.0,GQ357915.1,157486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ionavirus,,Ionavirus W14,E,Delftia phage PhiW-14,,,GQ357915,NC_013697,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_92,ACV50104.1,36.2,152,96,1,39,189,54,205,1.06e-16,82.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ACV50104.1,gp5 baseplate hub subunit and tail lysozyme,Delftia phage PhiW-14,588.0,GQ357915.1,157486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ionavirus,,Ionavirus W14,E,Delftia phage PhiW-14,,,GQ357915,NC_013697,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_92,QBZ70778.1,36.3,160,92,6,39,190,2066,2223,4.63e-13,71.6,CG5_S8_NODE_1_length_66368_cov_6,61605,QBZ70778.1,putative endolysin,Edwardsiella phage pEt-SU,2433.0,MK689364.1,276734.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Petsuvirus,,Petsuvirus pEtSU,E,Edwardsiella phage pEt-SU,,,MK689364,NC_048182,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,AFO10467.1,52.5,120,56,1,707,826,653,771,1.23e-31,135.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AFO10467.1,hypothetical protein,Escherichia phage ECML-117,791.0,JX128258.1,66854.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Wifcevirus,,Wifcevirus ECML117,E,Escherichia phage ECML-117,,,JX128258,NC_025441,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,QBQ77308.1,52.5,120,56,1,707,826,653,771,1.23e-31,135.0,CG5_S8_NODE_1_length_66368_cov_6,61605,QBQ77308.1,hypothetical protein WFH_00020,Escherichia phage vB_EcoM_WFH,791.0,MK373776.1,71283.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Wifcevirus,,Wifcevirus WFH,E,Escherichia phage vB_EcoM_WFH,,,MK373776,NC_048194,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,AYD85507.1,52.5,120,56,1,707,826,653,771,6.64e-31,133.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AYD85507.1,hypothetical protein,Escherichia phage FEC19,791.0,MH816966.1,68472.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Wifcevirus,,Wifcevirus FEC19,E,Escherichia phage FEC19,,,MH816966,NC_048073,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,QBQ77414.1,51.7,120,57,1,707,826,653,771,1.1599999999999999e-30,132.0,CG5_S8_NODE_1_length_66368_cov_6,61605,QBQ77414.1,hypothetical protein WFC_00022,Escherichia phage vB_EcoM_WFC,791.0,MK373777.1,72472.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Wifcevirus,,Wifcevirus WFC,E,Escherichia phage vB_EcoM_WFC,,,MK373777,NC_048195,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,QEG09532.1,49.3,136,68,1,709,844,614,748,4.0000000000000003e-29,127.0,CG5_S8_NODE_1_length_66368_cov_6,61605,QEG09532.1,phosphatase family protein,Serratia phage MyoSmar,756.0,MN062189.1,68745.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Myosmarvirus,,Myosmarvirus myosmar,E,Serratia phage MyoSmar,,,MN062189,NC_048800,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,QBQ72333.1,50.4,127,62,1,709,835,615,740,5.32e-29,127.0,CG5_S8_NODE_1_length_66368_cov_6,61605,QBQ72333.1,portal protein,Serratia phage MTx,757.0,MK618717.1,68621.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Myosmarvirus,,Myosmarvirus MTx,E,Serratia phage MTx,,,MK618717,NC_048759,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,AGH56779.1,40.1,162,95,2,687,846,15,176,2.15e-27,121.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AGH56779.1,hypothetical protein CGPG_00081,Cellulophaga phage phiST,690.0,HQ634192.1,79114.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cbastvirus,,Cbastvirus ST,E,Cellulophaga phage phiST,,,HQ634192,NC_020842,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,AKF13915.1,49.2,126,60,3,708,833,640,761,3.36e-26,118.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AKF13915.1,hypothetical protein,Pseudomonas phage DL60,765.0,KR054030.1,66103.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pbunavirus,,Pbunavirus DL60,E,Pseudomonas phage DL60,,,KR054030,NC_028745,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,BBI98234.1,49.2,126,60,3,708,833,640,761,5.870000000000001e-26,117.0,CG5_S8_NODE_1_length_66368_cov_6,61605,BBI98234.1,phage-related protein,Pseudomonas phage PA01,765.0,AP019535.1,66220.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pbunavirus,,Pbunavirus PA01,E,Pseudomonas phage PA01,,,AP019535,NC_048626,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,QIQ67853.1,49.2,126,60,3,708,833,640,761,5.870000000000001e-26,117.0,CG5_S8_NODE_1_length_66368_cov_6,61605,QIQ67853.1,minor head protein-like protein,Pseudomonas phage datas,765.0,MT119378.1,60746.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pbunavirus,,Pbunavirus datas,E,Pseudomonas phage datas,,,MT119378,NC_050143,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,AKJ71549.1,48.4,126,61,3,708,833,604,725,1.24e-25,116.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AKJ71549.1,minor head protein,Pseudomonas phage phiKTN6,729.0,KP340288.1,65994.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pbunavirus,,Pbunavirus KTN6,E,Pseudomonas phage phiKTN6,,,KP340288,NC_041865,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,BAM37015.1,48.4,126,61,3,708,833,640,761,1.35e-25,116.0,CG5_S8_NODE_1_length_66368_cov_6,61605,BAM37015.1,putative minor head protein,Pseudomonas phage KPP12,765.0,AB560486.1,64144.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pbunavirus,,Pbunavirus KPP12,E,Pseudomonas phage KPP12,,,AB560486,NC_019935,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,BBF63707.1,48.4,126,61,3,708,833,640,761,1.35e-25,116.0,CG5_S8_NODE_1_length_66368_cov_6,61605,BBF63707.1,hypothetical protein PaGU11_00017,Pseudomonas phage PaGU11,765.0,AP018815.1,65554.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pbunavirus,,Pbunavirus PaGU11,E,Pseudomonas phage PaGU11,,,AP018815,NC_050145,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,CAR31169.1,48.4,126,61,3,708,833,640,761,1.35e-25,116.0,CG5_S8_NODE_1_length_66368_cov_6,61605,CAR31169.1,putative structural protein,Pseudomonas phage LBL3,765.0,FM201281.1,64427.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pbunavirus,,Pbunavirus LBL3,E,Pseudomonas phage LBL3,,,FM201281,NC_011165,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,CAR31260.1,48.4,126,61,3,708,833,640,761,1.35e-25,116.0,CG5_S8_NODE_1_length_66368_cov_6,61605,CAR31260.1,putative structural protein,Pseudomonas phage LMA2,765.0,FM201282.1,66530.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pbunavirus,,Pbunavirus LMA2,E,Pseudomonas phage LMA2,,,FM201282,NC_011166,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,CAT99667.1,48.4,126,61,3,708,833,640,761,1.35e-25,116.0,CG5_S8_NODE_1_length_66368_cov_6,61605,CAT99667.1,putative minor head protein,Pseudomonas phage SN,765.0,FM887021.1,66390.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pbunavirus,,Pbunavirus SN,E,Pseudomonas phage SN,,,FM887021,NC_011756,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,ADF29312.1,48.4,126,61,3,708,833,640,761,1.35e-25,116.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ADF29312.1,minor head protein,Pseudomonas phage JG024,765.0,GU815091.1,66275.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pbunavirus,,Pseudomonas virus JG024,E,Pseudomonas phage JG024,,,GU815091,NC_017674,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,AFD10603.1,48.4,126,61,3,708,833,640,761,1.35e-25,116.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AFD10603.1,putative minor head protein,Pseudomonas phage NH-4,765.0,JN254800.1,66116.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pbunavirus,,Pseudomonas virus NH4,E,Pseudomonas phage NH-4,,,JN254800,NC_019451,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,AIW01575.1,48.4,126,61,3,708,833,640,761,1.35e-25,116.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AIW01575.1,hypothetical protein vB_Pae_PS44_00021,Pseudomonas phage vB_Pae_PS44,765.0,KM434184.1,68871.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pbunavirus,,Pbunavirus PS44,E,Pseudomonas phage vB_Pae_PS44,,,KM434184,NC_028939,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,AKF14152.1,48.4,126,61,3,708,833,640,761,1.35e-25,116.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AKF14152.1,hypothetical protein,Pseudomonas phage DL68,765.0,KR054033.1,66111.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pbunavirus,,Pseudomonas virus DL68,E,Pseudomonas phage DL68,,,KR054033,NC_028971,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,AKP24405.1,48.4,126,61,3,708,833,640,761,1.35e-25,116.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AKP24405.1,putative minor head protein,Pseudomonas phage vB_PaeM_CEB_DP1,765.0,KR869157.1,66158.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pbunavirus,,Pbunavirus DP1,E,Pseudomonas phage vB_PaeM_CEB_DP1,,,KR869157,NC_041870,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,APD20709.1,48.4,126,61,3,708,833,640,761,1.35e-25,116.0,CG5_S8_NODE_1_length_66368_cov_6,61605,APD20709.1,hypothetical protein,Pseudomonas phage PA5,765.0,KY000082.1,66182.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pbunavirus,,Pbunavirus PA5,E,Pseudomonas phage PA5,,,KY000082,NC_041902,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,BBJ26782.1,48.4,126,61,3,708,833,640,761,1.35e-25,116.0,CG5_S8_NODE_1_length_66368_cov_6,61605,BBJ26782.1,phage protein,Pseudomonas phage R26,765.0,LC472882.1,65737.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pbunavirus,,Pbunavirus R26,E,Pseudomonas phage R26,,,LC472882,NC_048663,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,ASZ72403.1,48.4,126,61,3,708,833,640,761,1.35e-25,116.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ASZ72403.1,hypothetical protein vBPaeME217_00019,Pseudomonas phage vB_PaeM_E217,765.0,MF490240.1,66291.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pbunavirus,,Pbunavirus E217,E,Pseudomonas phage vB_PaeM_E217,,,MF490240,NC_042079,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_93,ASZ72570.1,48.4,126,61,3,708,833,640,761,1.35e-25,116.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ASZ72570.1,hypothetical protein vBPaeME215_00092,Pseudomonas phage vB_PaeM_E215,765.0,MF490241.1,66789.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pbunavirus,,Pbunavirus E215,E,Pseudomonas phage vB_PaeM_E215,,,MF490241,NC_042080,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_100,QPB08632.1,41.1,90,43,2,175,254,4,93,9.95e-09,57.4,CG5_S8_NODE_1_length_66368_cov_6,61605,QPB08632.1,tail fiber protein,Burkholderia phage Mica,210.0,MT701586.1,43707.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Micavirus,,Micavirus Mica,E,Burkholderia phage Mica,,,MT701586,NC_054148,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,ANW46769.1,45.6,160,86,1,10,168,2,161,1.91e-41,139.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ANW46769.1,homing endonuclease,Salmonella phage IME207,163.0,KX523699.2,47564.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Shuimuvirus,,Shuimuvirus IME207,E,Salmonella phage IME207,,,KX523699,NC_031924,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,AXC43022.1,45.6,160,86,1,10,168,2,161,2.71e-41,138.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AXC43022.1,HNH homing endonuclease,Salmonella phage Skate,163.0,MH321493.1,47393.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skatevirus,,Skatevirus skate,E,Salmonella phage Skate,,,MH321493,NC_054639,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,AXG67745.1,45.7,164,78,4,10,170,3,158,3.2999999999999997e-41,138.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AXG67745.1,Fis family transcriptional regulator,Ralstonia phage GP4,158.0,MH638294.1,61129.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gervaisevirus,,Gervaisevirus GP4,E,Ralstonia phage GP4,,,MH638294,NC_054964,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,BAE72736.1,43.8,146,81,1,10,154,5,150,2.81e-39,133.0,CG5_S8_NODE_1_length_66368_cov_6,61605,BAE72736.1,HNH endonuclease family protein,Xipdecavirus OP1,167.0,AP008979.1,43785.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Xipdecavirus,,Xipdecavirus OP1,E,Xanthomonas phage OP1,,,AP008979,NC_007709,Complete genome,dsDNA,bacteria
