qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_ID,qseqid_genome_length,sseqid_ID,definition,virus,protein_length,genome_ncbi_acc,sseqid_genome_length,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source
AT10B_S2_NODE_1_length_122269_cov_11.242561_141,AIW02513.1,49.4,87,44,0,1,87,3,89,2.0600000000000001e-22,85.1,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02513.1,hypothetical protein PBI_JAY2JAY_14,Streptomyces phage Jay2Jay,92.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_144,QDH94087.1,63.4,93,34,0,1,93,1,93,1.0099999999999999e-42,136.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDH94087.1,hypothetical protein SEA_EVY_253,Streptomyces phage Evy,93.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_144,QDH93884.1,63.4,93,34,0,1,93,1,93,1.0099999999999999e-42,136.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDH93884.1,hypothetical protein SEA_EVY_15,Streptomyces phage Evy,93.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_144,AIW02724.1,60.2,93,37,0,1,93,1,93,1.38e-40,131.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02724.1,hypothetical protein PBI_JAY2JAY_271,Streptomyces phage Jay2Jay,93.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_144,AIW02515.1,60.2,93,37,0,1,93,1,93,1.38e-40,131.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02515.1,hypothetical protein PBI_JAY2JAY_16,Streptomyces phage Jay2Jay,93.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_147,QBP31012.1,82.7,104,18,0,1,104,1,104,9.94e-64,190.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP31012.1,hypothetical protein SEA_EGOLE_272,Streptomyces phage EGole,104.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_147,QBP30816.1,82.7,104,18,0,1,104,1,104,9.94e-64,190.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP30816.1,hypothetical protein SEA_EGOLE_18,Streptomyces phage EGole,104.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,QBP31013.1,76.7,103,24,0,1,103,1,103,8.89e-62,185.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP31013.1,hypothetical protein SEA_EGOLE_273,Streptomyces phage EGole,103.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,QBP30817.1,76.7,103,24,0,1,103,1,103,8.89e-62,185.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP30817.1,hypothetical protein SEA_EGOLE_19,Streptomyces phage EGole,103.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,ASR77486.1,81.2,101,19,0,3,103,4,104,1.85e-61,184.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77486.1,hypothetical protein SEA_NOOTNOOT_264,Streptomyces phage NootNoot,104.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,ASR77289.1,81.2,101,19,0,3,103,4,104,1.85e-61,184.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77289.1,hypothetical protein SEA_NOOTNOOT_19,Streptomyces phage NootNoot,104.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,ASR77926.1,75.7,103,25,0,1,103,1,103,2.55e-61,184.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77926.1,hypothetical protein SEA_PEEBS_267,Streptomyces phage Peebs,103.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,ASR77727.1,75.7,103,25,0,1,103,1,103,2.55e-61,184.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77727.1,hypothetical protein SEA_PEEBS_20,Streptomyces phage Peebs,103.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,AST15454.1,76.7,103,24,0,1,103,1,103,2.55e-61,184.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AST15454.1,hypothetical protein SEA_SAMISTI12_269,Streptomyces phage Samisti12,103.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,AST15250.1,76.7,103,24,0,1,103,1,103,2.55e-61,184.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AST15250.1,hypothetical protein SEA_SAMISTI12_18,Streptomyces phage Samisti12,103.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,QGH76528.1,78.6,103,22,0,1,103,1,103,2.55e-61,184.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QGH76528.1,hypothetical protein SEA_DAUBENSKI_263,Streptomyces phage Daubenski,103.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,QGH76330.1,78.6,103,22,0,1,103,13,115,3.7299999999999996e-61,184.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QGH76330.1,hypothetical protein SEA_DAUBENSKI_19,Streptomyces phage Daubenski,115.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,QDH94092.1,81.2,101,19,0,3,103,4,104,3.74e-61,184.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDH94092.1,hypothetical protein SEA_EVY_258,Streptomyces phage Evy,104.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,QDH93889.1,81.2,101,19,0,3,103,4,104,3.74e-61,184.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDH93889.1,hypothetical protein SEA_EVY_20,Streptomyces phage Evy,104.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,QDK03078.1,79.2,101,21,0,3,103,4,104,2.1699999999999999e-60,182.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK03078.1,hypothetical protein SEA_BRAELYN_264,Streptomyces phage Braelyn,104.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,QDK02877.1,79.2,101,21,0,3,103,4,104,2.1699999999999999e-60,182.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK02877.1,hypothetical protein SEA_BRAELYN_19,Streptomyces phage Braelyn,104.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,AIW02731.1,80.2,101,20,0,3,103,4,104,3.08e-60,181.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02731.1,hypothetical protein PBI_JAY2JAY_278,Streptomyces phage Jay2Jay,104.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,AIW02522.1,80.2,101,20,0,3,103,4,104,3.08e-60,181.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02522.1,hypothetical protein PBI_JAY2JAY_23,Streptomyces phage Jay2Jay,104.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,ASR77688.1,78.2,101,22,0,3,103,4,104,4.37e-60,181.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77688.1,hypothetical protein SEA_PARADIDDLES_260,Streptomyces phage Paradiddles,104.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,ASR77510.1,78.2,101,22,0,3,103,4,104,4.37e-60,181.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77510.1,hypothetical protein SEA_PARADIDDLES_19,Streptomyces phage Paradiddles,104.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,ASR75639.1,73.1,104,27,1,1,103,1,104,8.48e-58,175.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR75639.1,hypothetical protein SEA_MILDRED21_282,Streptomyces phage Mildred21,104.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,ASR75427.1,73.1,104,27,1,1,103,1,104,8.48e-58,175.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR75427.1,hypothetical protein SEA_MILDRED21_19,Streptomyces phage Mildred21,104.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,QJD50982.1,73.8,103,27,0,1,103,1,103,4.57e-55,168.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QJD50982.1,hypothetical protein SEA_BMOC_274,Streptomyces phage Bmoc,103.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_148,QJD50768.1,73.8,103,27,0,1,103,1,103,4.57e-55,168.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QJD50768.1,hypothetical protein SEA_BMOC_18,Streptomyces phage Bmoc,103.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,QDH94093.1,91.2,68,6,0,2,69,4,71,1.95e-39,126.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDH94093.1,hypothetical protein SEA_EVY_259,Streptomyces phage Evy,73.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,QDH93890.1,91.2,68,6,0,2,69,4,71,1.95e-39,126.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDH93890.1,hypothetical protein SEA_EVY_21,Streptomyces phage Evy,73.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,AIW02732.1,89.7,68,7,0,2,69,5,72,1.16e-38,124.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02732.1,hypothetical protein PBI_JAY2JAY_279,Streptomyces phage Jay2Jay,74.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,AIW02523.1,89.7,68,7,0,2,69,5,72,1.16e-38,124.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02523.1,hypothetical protein PBI_JAY2JAY_24,Streptomyces phage Jay2Jay,74.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,ASR77927.1,86.8,68,9,0,2,69,3,70,1.73e-37,121.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77927.1,hypothetical protein SEA_PEEBS_268,Streptomyces phage Peebs,70.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,ASR77728.1,86.8,68,9,0,2,69,3,70,1.73e-37,121.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77728.1,hypothetical protein SEA_PEEBS_21,Streptomyces phage Peebs,70.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,AST15455.1,86.8,68,9,0,2,69,3,70,1.73e-37,121.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AST15455.1,hypothetical protein SEA_SAMISTI12_270,Streptomyces phage Samisti12,70.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,AST15251.1,86.8,68,9,0,2,69,3,70,1.73e-37,121.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AST15251.1,hypothetical protein SEA_SAMISTI12_19,Streptomyces phage Samisti12,70.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,QBP31014.1,86.8,68,9,0,2,69,3,70,1.73e-37,121.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP31014.1,hypothetical protein SEA_EGOLE_274,Streptomyces phage EGole,70.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,QBP30818.1,86.8,68,9,0,2,69,3,70,1.73e-37,121.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP30818.1,hypothetical protein SEA_EGOLE_20,Streptomyces phage EGole,70.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,ASR77487.1,82.4,68,12,0,2,69,3,70,9.640000000000001e-35,114.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77487.1,hypothetical protein SEA_NOOTNOOT_265,Streptomyces phage NootNoot,70.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,ASR77290.1,82.4,68,12,0,2,69,3,70,9.640000000000001e-35,114.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77290.1,hypothetical protein SEA_NOOTNOOT_20,Streptomyces phage NootNoot,70.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,ASR77689.1,82.4,68,12,0,2,69,3,70,9.640000000000001e-35,114.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77689.1,hypothetical protein SEA_PARADIDDLES_261,Streptomyces phage Paradiddles,70.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,ASR77511.1,82.4,68,12,0,2,69,3,70,9.640000000000001e-35,114.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77511.1,hypothetical protein SEA_PARADIDDLES_20,Streptomyces phage Paradiddles,70.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,QDK03079.1,82.4,68,12,0,2,69,3,70,9.640000000000001e-35,114.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK03079.1,hypothetical protein SEA_BRAELYN_265,Streptomyces phage Braelyn,70.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,QDK02878.1,82.4,68,12,0,2,69,3,70,9.640000000000001e-35,114.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK02878.1,hypothetical protein SEA_BRAELYN_20,Streptomyces phage Braelyn,70.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,QGH76538.1,72.1,68,19,0,2,69,3,70,6.46e-31,105.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QGH76538.1,hypothetical protein SEA_DAUBENSKI_264,Streptomyces phage Daubenski,71.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,QGH76532.1,72.1,68,19,0,2,69,4,71,6.64e-31,105.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QGH76532.1,hypothetical protein SEA_DAUBENSKI_20,Streptomyces phage Daubenski,72.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,AYB71078.1,56.9,65,28,0,2,66,3,67,2.09e-20,78.6,AT10B_S2_NODE_1_length_122269_cov_11,103329,AYB71078.1,hypothetical protein SEA_YABOI_286,Streptomyces phage Yaboi,70.0,MH727564.1,131250.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Yaboi,E,Streptomyces phage Yaboi,,,MH727564,NC_048730,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,AYB70865.1,56.9,65,28,0,2,66,3,67,2.09e-20,78.6,AT10B_S2_NODE_1_length_122269_cov_11,103329,AYB70865.1,hypothetical protein SEA_YABOI_26,Streptomyces phage Yaboi,70.0,MH727564.1,131250.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Yaboi,E,Streptomyces phage Yaboi,,,MH727564,NC_048730,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,AXH70095.1,53.1,64,30,0,2,65,3,66,1.16e-17,71.6,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH70095.1,hypothetical protein SEA_KARIMAC_283,Streptomyces phage Karimac,70.0,MH590599.1,131909.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Karimac,E,Streptomyces phage Karimac,,,MH590599,NC_048724,Complete genome,dsDNA,bacteria
