qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_ID,qseqid_genome_length,protein_ncbi_acc,definition,virus,protein_length,genome_ncbi_acc,sseqid_genome_length,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source,conserved_AA_#
DO20_S19_NODE_2_length_37660_cov_18.251922_22,APD18770.1,35.6,374,222,8,2,369,5,365,2.1e-57,193.0,DO20_S19_NODE_2_length_37660_cov_18,34134,APD18770.1,minor tail protein,Streptomyces phage Raleigh,366.0,KY092484.1,40785.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Raleighvirus,,Raleighvirus raleigh,E,Streptomyces phage Raleigh,,,KY092484,NC_047795,Complete genome,dsDNA,bacteria,133.144
DO20_S19_NODE_2_length_37660_cov_18.251922_23,AZS06666.1,25.8,256,168,10,4,251,5,246,1.06e-08,57.0,DO20_S19_NODE_2_length_37660_cov_18,34134,AZS06666.1,hypothetical protein SEA_HIYAA_26,Streptomyces phage Hiyaa,246.0,MK279841.1,83219.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Hiyaavirus,,Hiyaavirus hiyaa,E,Streptomyces phage Hiyaa,,,MK279841,NC_048139,Complete genome,dsDNA,bacteria,66.048
DO20_S19_NODE_2_length_37660_cov_18.251922_26,AER47941.1,28.6,133,66,4,25,156,3,107,1.71e-06,47.8,DO20_S19_NODE_2_length_37660_cov_18,34134,AER47941.1,hypothetical protein COURTHOUSE_90,Mycobacterium phage Courthouse,121.0,JN698997.1,110569.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Omegavirus,,Omegavirus courthouse,E,Mycobacterium phage Courthouse,,,JN698997,NC_023690,Complete genome,dsDNA,bacteria,38.038000000000004
DO20_S19_NODE_2_length_37660_cov_18.251922_31,ASR77742.1,39.1,220,126,4,10,229,3,214,1.62e-41,143.0,DO20_S19_NODE_2_length_37660_cov_18,34134,ASR77742.1,glycosyltransferase,Streptomyces phage Peebs,214.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria,86.02000000000001
DO20_S19_NODE_2_length_37660_cov_18.251922_32,AXQ61105.1,52.0,704,300,12,1,684,16,701,2e-237,677.0,DO20_S19_NODE_2_length_37660_cov_18,34134,AXQ61105.1,ribonucleotide reductase,Streptomyces phage Hank144,701.0,MH669004.1,50547.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Arquatrovirinae,Janusvirus,,Janusvirus hank144,E,Streptomyces phage Hank144,,,MH669004,NC_054661,Complete genome,dsDNA,bacteria,366.08
DO20_S19_NODE_2_length_37660_cov_18.251922_35,ASZ75398.1,45.4,238,120,8,7,237,6,240,1.07e-57,186.0,DO20_S19_NODE_2_length_37660_cov_18,34134,ASZ75398.1,metallophosphoesterase,Mycobacterium phage JoshKayV,256.0,MF472896.1,53366.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Turbidovirus,,Turbidovirus joshkayV,E,Mycobacterium phage JoshKayV,,,MF472896,NC_054812,Complete genome,dsDNA,bacteria,108.05199999999999
DO20_S19_NODE_2_length_37660_cov_18.251922_36,AAR97713.1,69.4,62,19,0,5,66,9,70,3.58e-25,90.9,DO20_S19_NODE_2_length_37660_cov_18,34134,AAR97713.1,Bbp48,Bordetella phage BPP-1,75.0,AY029185.2,42493.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Rauchvirus,,Rauchvirus BPP1,E,Bordetella phage BPP-1,,,AY029185,NC_005357,Complete genome,dsDNA,bacteria,43.028000000000006
DO20_S19_NODE_2_length_37660_cov_18.251922_38,AGI12571.1,36.6,82,49,2,9,89,146,225,3.17e-09,54.7,DO20_S19_NODE_2_length_37660_cov_18,34134,AGI12571.1,putative DNA primase,Propionibacterium phage PHL037M02,241.0,JX570706.1,29443.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus PHL037M02,E,Propionibacterium phage PHL037M02,,,JX570706,NC_022339,Complete genome,dsDNA,bacteria,30.012
DO20_S19_NODE_2_length_37660_cov_18.251922_4,ACI06215.1,38.6,127,70,2,13,139,22,140,1.92e-20,84.3,DO20_S19_NODE_2_length_37660_cov_18,34134,ACI06215.1,hypothetical protein BRUJITA_1,Mycobacterium phage Brujita,159.0,FJ168659.1,47057.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Chebruvirinae,Brujitavirus,,Brujitavirus brujita,E,Mycobacterium phage Brujita,,,FJ168659,NC_011291,Complete genome,dsDNA,bacteria,49.022000000000006
DO20_S19_NODE_2_length_37660_cov_18.251922_40,AAN12779.1,40.0,100,52,2,4,95,46,145,7.52e-15,69.3,DO20_S19_NODE_2_length_37660_cov_18,34134,AAN12779.1,hypothetical protein PBI_OMEGA_138,Mycobacterium phage Omega,160.0,AY129338.1,110865.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Omegavirus,,Omegavirus omega,E,Mycobacterium phage Omega,,,AY129338,NC_004688,Complete genome,dsDNA,bacteria,40.0
DO20_S19_NODE_2_length_37660_cov_18.251922_42,QBI96947.1,41.8,275,132,8,5,269,7,263,7.419999999999999e-52,173.0,DO20_S19_NODE_2_length_37660_cov_18,34134,QBI96947.1,DnaB-like dsDNA helicase,Mycobacterium phage Veracruz,265.0,MK524496.1,50062.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Veracruzvirus,,Veracruzvirus veracruz,E,Mycobacterium phage Veracruz,,,MK524496,NC_054770,Complete genome,dsDNA,bacteria,114.94999999999999
DO20_S19_NODE_2_length_37660_cov_18.251922_43,ASR77151.1,51.1,45,22,0,88,132,145,189,1.15e-08,53.5,DO20_S19_NODE_2_length_37660_cov_18,34134,ASR77151.1,hypothetical protein SEA_MYRADEE_43,Mycobacterium phage MyraDee,189.0,MF141539.1,50514.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Myradeevirus,,Myradeevirus MyraDee,E,Mycobacterium phage MyraDee,,,MF141539,NC_054791,Complete genome,dsDNA,bacteria,22.995
DO20_S19_NODE_2_length_37660_cov_18.251922_44,QKO02463.1,36.8,258,156,6,3,256,10,264,1.75e-41,145.0,DO20_S19_NODE_2_length_37660_cov_18,34134,QKO02463.1,Cas4 family exonuclease,Mycobacterium phage DroogsArmy,266.0,MT553337.1,53254.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Timshelvirus,,Timshelvirus droogsarmy,E,Mycobacterium phage DroogsArmy,,,MT553337,NC_054789,Complete genome,dsDNA,bacteria,94.94399999999999
DO20_S19_NODE_2_length_37660_cov_18.251922_47,AFU62235.1,61.0,123,47,1,5,126,2,124,6.12e-46,149.0,DO20_S19_NODE_2_length_37660_cov_18,34134,AFU62235.1,deoxycytidylate deaminase,Streptomyces phage TG1,179.0,JX182372.1,40474.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Tigunavirus,,Tigunavirus TG1,E,Streptomyces phage TG1,,,JX182372,NC_018853,Complete genome,dsDNA,bacteria,75.03
DO20_S19_NODE_2_length_37660_cov_18.251922_5,AZF93735.1,42.2,540,269,7,10,511,37,571,2.05e-137,411.0,DO20_S19_NODE_2_length_37660_cov_18,34134,AZF93735.1,terminase large subunit,Arthrobacter phage Liebe,579.0,MK061413.1,45803.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Liebevirus,,Arthrobacter virus Liebe,E,Arthrobacter phage Liebe,,,MK061413,NC_048115,Complete genome,dsDNA,bacteria,227.88000000000002
DO20_S19_NODE_2_length_37660_cov_18.251922_52,AXQ63366.1,52.2,544,240,8,3,536,4,537,1.9000000000000002e-181,523.0,DO20_S19_NODE_2_length_37660_cov_18,34134,AXQ63366.1,Ro-like RNA binding protein,Streptomyces phage Comrade,538.0,MH651172.1,129015.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus comrade,E,Streptomyces phage Comrade,,,MH651172,NC_048728,Complete genome,dsDNA,bacteria,283.968
DO20_S19_NODE_2_length_37660_cov_18.251922_6,QDH85593.1,28.5,466,301,13,12,456,3,457,2.25e-40,154.0,DO20_S19_NODE_2_length_37660_cov_18,34134,QDH85593.1,portal protein,Brevibacterium phage AGM1,484.0,MN023176.1,36032.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Agmunavirus,,Agmunavirus AGM1,E,Brevibacterium phage AGM1,,,MN023176,NC_054989,Complete genome,dsDNA,bacteria,132.81
DO20_S19_NODE_2_length_37660_cov_18.251922_7,AER47749.1,36.2,257,144,6,16,269,5,244,2.76e-43,150.0,DO20_S19_NODE_2_length_37660_cov_18,34134,AER47749.1,capsid maturation protease,Mycobacterium phage DeadP,251.0,JN698996.1,56461.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus DeadP,E,Mycobacterium phage DeadP,,,JN698996,NC_023728,Complete genome,dsDNA,bacteria,93.034
DO20_S19_NODE_2_length_37660_cov_18.251922_8,ASJ78966.1,40.0,80,47,1,46,124,99,178,1.9e-07,51.6,DO20_S19_NODE_2_length_37660_cov_18,34134,ASJ78966.1,scaffolding protein,Corynebacterium phage Poushou,231.0,MF197383.2,40353.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Poushouvirus,,Poushouvirus Poushou,E,Corynebacterium phage Poushou,,,MF197383,NC_042139,Complete genome,dsDNA,bacteria,32.0
DO20_S19_NODE_2_length_37660_cov_18.251922_9,AGT12842.1,48.0,327,147,3,3,322,4,314,5.71e-98,295.0,DO20_S19_NODE_2_length_37660_cov_18,34134,AGT12842.1,capsid protein,Mycobacterium phage Muddy,329.0,KF024728.1,48228.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mapvirus,,Mapvirus muddy,E,Mycobacterium phage Muddy,,,KF024728,NC_022054,Complete genome,dsDNA,bacteria,156.96
DO26_S4_NODE_2_length_25472_cov_25.887931_1,AUV56550.1,48.9,88,45,0,29,116,18,105,1.71e-20,82.4,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,AUV56550.1,hypothetical protein,Faecalibacterium phage FP_oengus,116.0,MG711463.1,58391.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Oengusvirus,,Oengusvirus oengus,E,Faecalibacterium phage FP_Oengus,,,MG711463,NC_047916,Complete genome,dsDNA,bacteria,43.032
DO26_S4_NODE_2_length_25472_cov_25.887931_10,ALY08614.1,55.1,107,47,1,1,106,1,107,9.210000000000001e-37,122.0,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,ALY08614.1,hypothetical protein CAPNMURICA_14,Arthrobacter phage CaptnMurica,111.0,KU160641.1,58159.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gordonvirus,,Gordonvirus captnmurica,E,Arthrobacter phage CaptnMurica,,,KU160641,NC_041951,Complete genome,dsDNA,bacteria,58.95700000000001
DO26_S4_NODE_2_length_25472_cov_25.887931_11,ALY08701.1,51.5,101,48,1,1,101,1,100,5.540000000000001e-32,110.0,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,ALY08701.1,hypothetical protein CIRCUM_14,Arthrobacter phage Circum,100.0,KU160642.1,58353.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mudcatvirus,,Mudcatvirus circum,E,Arthrobacter phage Circum,,,KU160642,NC_041948,Complete genome,dsDNA,bacteria,52.015
DO26_S4_NODE_2_length_25472_cov_25.887931_12,AVD99439.1,68.8,221,62,2,5,220,4,222,7.69e-106,309.0,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,AVD99439.1,major tail protein,Streptomyces phage Bing,294.0,MG757154.1,56341.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bingvirus,,Bingvirus bing,E,Streptomyces phage Bing,,,MG757154,NC_042106,Complete genome,dsDNA,bacteria,152.048
DO26_S4_NODE_2_length_25472_cov_25.887931_13,AUV56569.1,44.1,118,65,1,1,118,1,117,1.17e-28,103.0,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,AUV56569.1,hypothetical protein,Faecalibacterium phage FP_oengus,146.0,MG711463.1,58391.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Oengusvirus,,Oengusvirus oengus,E,Faecalibacterium phage FP_Oengus,,,MG711463,NC_047916,Complete genome,dsDNA,bacteria,52.038
DO26_S4_NODE_2_length_25472_cov_25.887931_14,ALY08617.1,46.5,185,94,2,1,180,1,185,2.52e-49,160.0,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,ALY08617.1,hypothetical protein CAPNMURICA_17,Arthrobacter phage CaptnMurica,185.0,KU160641.1,58159.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gordonvirus,,Gordonvirus captnmurica,E,Arthrobacter phage CaptnMurica,,,KU160641,NC_041951,Complete genome,dsDNA,bacteria,86.025
DO26_S4_NODE_2_length_25472_cov_25.887931_15,ALY08625.1,49.6,123,62,0,2,124,4,126,1.91e-39,130.0,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,ALY08625.1,hypothetical protein CAPNMURICA_25,Arthrobacter phage CaptnMurica,127.0,KU160641.1,58159.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gordonvirus,,Gordonvirus captnmurica,E,Arthrobacter phage CaptnMurica,,,KU160641,NC_041951,Complete genome,dsDNA,bacteria,61.008
DO26_S4_NODE_2_length_25472_cov_25.887931_16,AMM44389.1,31.4,1639,878,23,4,1552,3,1485,2.89e-121,419.0,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,AMM44389.1,tape measure protein,Arthrobacter phage Mudcat,1492.0,KU647628.2,59443.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mudcatvirus,,Mudcatvirus mudcat,E,Arthrobacter phage Mudcat,,,KU647628,NC_031224,Complete genome,dsDNA,bacteria,514.646
DO26_S4_NODE_2_length_25472_cov_25.887931_17,ALY08627.1,25.6,281,170,8,1,275,1,248,4.21e-17,82.0,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,ALY08627.1,tail protein,Arthrobacter phage CaptnMurica,272.0,KU160641.1,58159.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gordonvirus,,Gordonvirus captnmurica,E,Arthrobacter phage CaptnMurica,,,KU160641,NC_041951,Complete genome,dsDNA,bacteria,71.936
DO26_S4_NODE_2_length_25472_cov_25.887931_19,QGJ93470.1,37.4,131,58,5,39,149,38,164,7.28e-08,53.5,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,QGJ93470.1,hypothetical protein SEA_MUFASA8_21,Arthrobacter phage Mufasa8,294.0,MN586027.1,60205.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mufasoctovirus,,Mufasoctovirus mufasa8,E,Arthrobacter phage Mufasa8,,,MN586027,NC_049478,Complete genome,dsDNA,bacteria,48.994
DO26_S4_NODE_2_length_25472_cov_25.887931_2,ADD81009.1,60.7,135,53,0,4,138,2,136,1.1600000000000001e-57,177.0,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,ADD81009.1,gp011,Rhodococcus phage ReqiPoco6,136.0,GU580942.1,78064.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pepyhexavirus,,Pepyhexavirus poco6,E,Rhodococcus phage ReqiPoco6,,,GU580942,NC_023694,Complete genome,dsDNA,bacteria,81.94500000000001
DO26_S4_NODE_2_length_25472_cov_25.887931_23,ASU03941.1,49.0,96,49,0,12,107,5,100,5.18e-29,104.0,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,ASU03941.1,hypothetical protein SEA_DRGREY_28,Streptomyces phage DrGrey,132.0,MF467948.1,56076.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Rimavirus,,Rimavirus drgrey,E,Streptomyces phage DrGrey,,,MF467948,NC_042016,Complete genome,dsDNA,bacteria,47.04
DO26_S4_NODE_2_length_25472_cov_25.887931_24,ASU03942.1,47.0,66,35,0,83,148,10,75,1.38e-12,63.5,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,ASU03942.1,hypothetical protein SEA_DRGREY_29,Streptomyces phage DrGrey,121.0,MF467948.1,56076.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Rimavirus,,Rimavirus drgrey,E,Streptomyces phage DrGrey,,,MF467948,NC_042016,Complete genome,dsDNA,bacteria,31.020000000000003
DO26_S4_NODE_2_length_25472_cov_25.887931_25,AVD99454.1,29.3,82,57,1,11,92,14,94,3.16e-06,44.3,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,AVD99454.1,hypothetical protein SEA_BING_32,Streptomyces phage Bing,97.0,MG757154.1,56341.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bingvirus,,Bingvirus bing,E,Streptomyces phage Bing,,,MG757154,NC_042106,Complete genome,dsDNA,bacteria,24.026
DO26_S4_NODE_2_length_25472_cov_25.887931_3,AOZ64965.1,40.5,148,79,4,1,140,1,147,1.3600000000000001e-21,87.8,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,AOZ64965.1,hypothetical protein SEA_RIMA_11,Streptomyces phage Rima,175.0,KX670790.2,56168.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Rimavirus,,Rimavirus rima,E,Streptomyces phage Rima,,,KX670790,NC_041889,Complete genome,dsDNA,bacteria,59.94
DO26_S4_NODE_2_length_25472_cov_25.887931_32,QEQ94352.1,36.9,255,155,4,3,253,1,253,2.34e-50,168.0,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,QEQ94352.1,hypothetical protein SEA_CHIKENJARS_49,Gordonia phage Chikenjars,264.0,MN204501.1,61544.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus chikenjars,E,Gordonia phage Chikenjars,,,MN204501,NC_048810,Complete genome,dsDNA,bacteria,94.09499999999998
DO26_S4_NODE_2_length_25472_cov_25.887931_4,QGJ89059.1,56.1,107,47,0,1,107,1,107,3.8199999999999997e-34,116.0,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,QGJ89059.1,hypothetical protein PBI_UNTOUCHABLE_14,Gordonia phage Untouchable,115.0,MN585982.1,61623.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus untouchable,E,Gordonia phage Untouchable,,,MN585982,NC_048823,Complete genome,dsDNA,bacteria,60.02700000000001
DO26_S4_NODE_2_length_25472_cov_25.887931_6,AMM44375.1,39.7,131,53,3,2,110,191,317,3.59e-20,86.3,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,AMM44375.1,hypothetical protein MUDCAT_7,Arthrobacter phage Mudcat,335.0,KU647628.2,59443.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mudcatvirus,,Mudcatvirus mudcat,E,Arthrobacter phage Mudcat,,,KU647628,NC_031224,Complete genome,dsDNA,bacteria,52.007000000000005
DO26_S4_NODE_2_length_25472_cov_25.887931_7,ADD81014.1,79.0,580,122,0,1,580,1,580,0.0,954.0,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,ADD81014.1,TerL,Rhodococcus phage ReqiPoco6,581.0,GU580942.1,78064.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pepyhexavirus,,Pepyhexavirus poco6,E,Rhodococcus phage ReqiPoco6,,,GU580942,NC_023694,Complete genome,dsDNA,bacteria,458.2
DO26_S4_NODE_2_length_25472_cov_25.887931_8,QGJ87999.1,52.9,399,177,5,6,394,1,398,8.479999999999999e-137,401.0,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,QGJ87999.1,portal protein,Gordonia phage Avazak,440.0,MN585971.1,60278.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Tanisvirus,,Tanisvirus avazak,E,Gordonia phage Avazak,,,MN585971,NC_048822,Complete genome,dsDNA,bacteria,211.071
DO26_S4_NODE_2_length_25472_cov_25.887931_9,QJD49598.1,44.6,637,259,11,6,567,1,618,1.69e-164,487.0,DO26_S4_NODE_2_length_25472_cov_25.887931,24378,QJD49598.1,major capsid and protease fusion protein,Gordonia phage Secretariat,709.0,MT310850.1,57731.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Secretariatvirus,,Secretariatvirus secretariat,E,Gordonia phage Secretariat,,,MT310850,NC_048876,Complete genome,dsDNA,bacteria,284.10200000000003
DU2_S5_NODE_1_length_55553_cov_17.079422_2,AUX81925.1,32.7,220,116,10,9,214,16,217,2.28e-15,75.1,DU2_S5_NODE_1_length_55553_cov_17.079422,52662,AUX81925.1,DNA methylase,Gordonia phage Brandonk123,232.0,MG812487.1,58842.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Vividuovirus,,Vividuovirus brandonk123,E,Gordonia phage Brandonk123,,,MG812487,NC_042108,Complete genome,dsDNA,bacteria,71.94000000000001
DU2_S5_NODE_1_length_55553_cov_17.079422_4,ANA85604.1,37.3,134,70,6,22,147,11,138,7.7e-10,56.6,DU2_S5_NODE_1_length_55553_cov_17.079422,52662,ANA85604.1,RusA-like resolvase,Gordonia phage Vendetta,145.0,KU998237.1,45858.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Ruthgordonvirinae,Vendettavirus,,Vendettavirus vendetta,E,Gordonia phage Vendetta,,,KU998237,NC_030911,Complete genome,dsDNA,bacteria,49.982
DU2_S5_NODE_1_length_55553_cov_17.079422_50,QAY16115.1,27.6,464,251,17,65,498,63,471,2.02e-30,126.0,DU2_S5_NODE_1_length_55553_cov_17.079422,52662,QAY16115.1,terminase,Arthrobacter phage Sonali,491.0,MK411746.1,61073.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sonalivirus,,Sonalivirus sonali,E,Arthrobacter phage Sonali,,,MK411746,NC_048152,Complete genome,dsDNA,bacteria,128.064
DU2_S5_NODE_1_length_55553_cov_17.079422_68,AAT47214.1,42.7,234,90,7,1,200,1,224,2.77e-44,149.0,DU2_S5_NODE_1_length_55553_cov_17.079422,52662,AAT47214.1,unknown,Pseudomonas phage F116,225.0,AY625898.1,65195.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Hollowayvirus,,Hollowayvirus F116,E,Pseudomonas phage F116,,,AY625898,NC_006552,Complete genome,dsDNA,bacteria,99.918
DU2_S5_NODE_1_length_55553_cov_17.079422_85,QMV33117.1,37.9,285,162,3,14,294,1,274,7.04e-56,190.0,DU2_S5_NODE_1_length_55553_cov_17.079422,52662,QMV33117.1,hypothetical protein 18C_00049,Ralstonia phage Firinga,353.0,MT740737.1,39744.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Firingavirus,,Firingavirus firinga,E,Ralstonia phage Firinga,Firinga,,MT740737,NC_054961,Complete genome,dsDNA,bacteria,108.015
DU2_S5_NODE_1_length_55553_cov_17.079422_87,ANH49901.1,31.4,242,133,10,8,233,7,231,1.68e-18,87.8,DU2_S5_NODE_1_length_55553_cov_17.079422,52662,ANH49901.1,hypothetical protein PFR1_35,Propionibacterium phage PFR1,301.0,KU984979.1,38071.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pulverervirus,,Pulverervirus PFR1,E,Propionibacterium phage PFR1,,,KU984979,NC_031076,Complete genome,dsDNA,bacteria,75.988
DU4_S6_NODE_19_length_12200_cov_22.448569_18,AIM50374.1,33.4,314,181,10,7,317,6,294,2.39e-27,117.0,DU4_S6_NODE_19_length_12200_cov_22.448569,10971,AIM50374.1,serine integrase,Mycobacterium phage Omnicron,468.0,KM363596.1,61511.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Weiservirinae,Kratiovirus,,Kratiovirus omnicron,E,Mycobacterium phage Omnicron,,,KM363596,NC_028832,Complete genome,dsDNA,bacteria,104.876
DU4_S6_NODE_1_length_131420_cov_28.973177_1,AXQ63379.1,72.9,59,13,1,1,56,1,59,2.7600000000000002e-22,82.4,DU4_S6_NODE_1_length_131420_cov_28,112146,AXQ63379.1,hypothetical protein SEA_COMRADE_131,Streptomyces phage Comrade,59.0,MH651172.1,129015.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus comrade,E,Streptomyces phage Comrade,,,MH651172,NC_048728,Complete genome,dsDNA,bacteria,43.011
DU4_S6_NODE_1_length_131420_cov_28.973177_101,AZU97093.1,72.3,65,18,0,5,69,7,71,9.37e-34,112.0,DU4_S6_NODE_1_length_131420_cov_28,112146,AZU97093.1,hypothetical protein SEA_GILSON_11,Streptomyces phage Gilson,76.0,MK061412.1,128338.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus gilson,E,Streptomyces phage Gilson,,,MK061412,NC_048742,Complete genome,dsDNA,bacteria,46.995
DU4_S6_NODE_1_length_131420_cov_28.973177_102,QOR58117.1,34.2,146,82,4,17,159,19,153,1.72e-17,77.4,DU4_S6_NODE_1_length_131420_cov_28,112146,QOR58117.1,homing endonuclease,crAssphage cr55_1,155.0,MT774376.1,98340.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Suoliviridae,Boorivirinae,Culoivirus,,Culoivirus intestinalis,E,uncultured phage cr55_1,,,MT774376,NC_055869,Complete genome,dsDNA,bacteria,49.932
DU4_S6_NODE_1_length_131420_cov_28.973177_103,AXQ63286.1,72.9,251,51,3,5,239,3,252,2.9799999999999997e-128,365.0,DU4_S6_NODE_1_length_131420_cov_28,112146,AXQ63286.1,ThyX-like thymidylate synthase,Streptomyces phage Comrade,255.0,MH651172.1,129015.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus comrade,E,Streptomyces phage Comrade,,,MH651172,NC_048728,Complete genome,dsDNA,bacteria,182.97899999999998
