genome_ID	genome_length	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Virus REFSEQ accession	Genome coverage	Genome composition	Host source	classified
KT721705.1	14243.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Endornaviridae		Alphaendornavirus		Hordeum vulgare alphaendornavirus	E	Hordeum vulgare endornavirus	HvEV	Nerz	KT721705	NC_028949	Complete genome	ssRNA(+)	plants	1.0
KR080326.1	14729.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Endornaviridae		Alphaendornavirus		Hot pepper alphaendornavirus	E	hot pepper endornavirus	HPEV	CS	KR080326	NC_027920	Complete genome	ssRNA(+)	plants	1.0
KF562072.1	15088.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Endornaviridae		Alphaendornavirus		Lagenaria siceraria alphaendornavirus	E	Lagenaria siceraria endornavirus	LsEV	FB	KF562072	NC_023641	Complete genome	ssRNA(+)	plants	1.0
JN880414.1	13459.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Endornaviridae		Alphaendornavirus		Persea americana alphaendornavirus 1	E	Persea americana endornavirus 1	PaEV1	Fuerte	JN880414	NC_016648	Complete genome	ssRNA(+)	plants	1.0
KT456287.1	14072.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Endornaviridae		Alphaendornavirus		Phaseolus vulgaris alphaendornavirus 1	E	Phaseolus vulgaris endornavirus 1	PvEV1	Brazil	KT456287	NC_039217	Complete genome	ssRNA(+)	plants	1.0
KT456288.1	14817.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Endornaviridae		Alphaendornavirus		Phaseolus vulgaris alphaendornavirus 2	E	Phaseolus vulgaris endornavirus 2	PvEV2	Brazil	KT456288	NC_038422	Complete genome	ssRNA(+)	plants	1.0
MG242064.1	15205.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Endornaviridae		Alphaendornavirus		Phaseolus vulgaris alphaendornavirus 3	E	Phaseolus vulgaris endornavirus 3	PvEV3	Clouseau	MG242064	NC_040558	Complete genome	ssRNA(+)	plants	1.0
AJ877914.1	13883.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Endornaviridae		Alphaendornavirus		Phytophthora alphaendornavirus 1	E	Phytophthora endornavirus 1	PEV1	USA:OR	AJ877914	NC_007069	Complete genome	ssRNA(+)	protists	1.0
KF311065.1	17486.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Endornaviridae		Alphaendornavirus		Rhizoctonia cerealis alphaendornavirus 1	E	Rhizoctonia cerealis endornavirus 1	RcEV1	R0959	KF311065	NC_022619	Complete genome	ssRNA(+)	fungi	1.0
KT823701.1	15850.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Endornaviridae		Alphaendornavirus		Rhizoctonia solani alphaendornavirus 2	E	Rhizoctonia solani endornavirus 2	RsEV2	Illinois1	KT823701	NC_055462	Complete genome	ssRNA(+)	fungi	1.0
AJ000929.1	17635.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Endornaviridae		Alphaendornavirus		Vicia faba alphaendornavirus	E	Vicia faba endornavirus	VfEV	447	AJ000929	NC_007648	Complete genome	ssRNA(+)	plants	1.0
LC144945.1	14623.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Endornaviridae		Alphaendornavirus		Winged bean alphaendornavirus 1	E	winged bean endornavirus 1	WBEV1	Shikakumame	LC144945	NC_031336	Complete genome	ssRNA(+)	plants	1.0
KJ634409.1	13954.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Endornaviridae		Alphaendornavirus		Yerba mate alphaendornavirus	E	yerba mate endornavirus	YmEV	INTA	KJ634409	NC_024455	Complete genome	ssRNA(+)	plants	1.0
KP239989.1	10290.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Endornaviridae		Betaendornavirus		Alternaria brassicicola betaendornavirus 1	E	Alternaria brassicicola endornavirus 1	AbEV1	1	KP239989	NC_026136	Complete genome	ssRNA(+)	fungi	1.0
KU923747.1	11557.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Endornaviridae		Betaendornavirus		Botrytis cinerea betaendornavirus 1	E	Botrytis cinerea endornavirus 1	BcEV1	HBtom-372	KU923747	NC_031752	Complete genome	ssRNA(+)	fungi	1.0
DQ399289.1	10375.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Endornaviridae		Betaendornavirus		Gremmeniella abietina betaendornavirus 1	E	Gremmeniella abietina endornavirus 1	GaEV1	AU58	DQ399289	NC_007920	Complete genome	ssRNA(+)	fungi	1.0
LC076696.1	9639.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Endornaviridae		Betaendornavirus		Rosellinia necatrix betaendornavirus 1	E	Rosellinia necatrix endornavirus 1	RnEV1	W1141	LC076696	NC_030938	Complete genome	ssRNA(+)	fungi	1.0
MG255170.1	12626.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Endornaviridae		Betaendornavirus		Sclerotinia minor betaendornavirus 1	E	Sclerotinia minor endornavirus 1	SmEV1	LC22	MG255170	NC_040631	Complete genome	ssRNA(+)	fungi	1.0
KJ123645.1	10513.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Endornaviridae		Betaendornavirus		Sclerotinia sclerotiorum betaendornavirus 1	E	Sclerotinia sclerotiorum endornavirus 1	SsEV1	11691	KJ123645	NC_023893	Complete genome	ssRNA(+)	fungi	1.0
HQ380014.1	9760.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Endornaviridae		Betaendornavirus		Tuber aestivum betaendornavirus	E	Tuber aestivum endornavirus	TaEV	Jaszag	HQ380014	NC_014904	Complete genome	ssRNA(+)	fungi	1.0
AF126284.1	11824.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Aura virus	E	Aura virus	AURAV		AF126284	NC_003900	Complete coding genome	ssRNA(+)	invertebrates, vertebrates	1.0
HM147985.1	11877.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Bebaru virus	E	bebaru virus	BEBV		HM147985	NC_016962	Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
MK353339.2	12096.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Caaingua virus	E	Caainguá virus	CAAV	MS681	MK353339	NC_055569	Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
AF075259.1	11385.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Cabassou virus	E	Cabassou virus; Venezuelan equine encephalitis virus V	CABV; VEEV-V	CaAr 508	AF075259	NC_038670	Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
AF369024.2	11826.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Chikungunya virus	E	chikungunya virus	CHIKV	S27-African	AF369024	NC_004162	Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
KP003813.2	11268.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Chikungunya virus	A	chikungunya virus	CHIKV	BRAZZA MRS1	KP003813		Partial genome	ssRNA(+)	invertebrates, vertebrates	1.0
JX678730.1	11634.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Eilat virus	E	Eilat virus	EILV	EO329	JX678730	NC_018615	Complete genome	ssRNA(+)	invertebrates	1.0
AF075251.1	11395.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Everglades virus	E	Everglades virus; Venezuelan equine encephalitis virus II	EVEV; VEEV-II	Fe3-7c	AF075251	NC_038671	Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
GQ281603.1	11381.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Fort Morgan virus	E	Fort Morgan virus	FMV	CM4-146	GQ281603	NC_013528	Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
HM147986.1	11423.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Fort Morgan virus	A	Buggy Creek virus	BUGCV		HM147986		Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
AY702913.1	11597.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Getah virus	E	getah virus	GETV	swine	AY702913	NC_006558	Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
AB032553.1	11698.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Getah virus	A	getah virus; Sagiyama virus	GETV; SAGV		AB032553		Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
EF011023.1	11690.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Getah virus	A	getah virus; alphavirus M1	GETV; ALPHAV-M1	M1	EF011023		Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
FJ827631.1	11526.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Highlands J virus	E	Highlands J virus	HJV	585-01	FJ827631	NC_012561	Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
DQ241303.1	11604.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Madariaga virus	E	Madariaga virus; eastern equine encephalitis virus South American	MADV; EEEV-SA	PE-3.0818	DQ241303		Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
KJ469640.1	11624.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Madariaga virus	A	Madariaga virus; eastern equine encephalitis virus South American	MADV; EEEV-SA	BRA/BEAN5122/1956	KJ469640	NC_023812	Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
EF151503.1	11661.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Madariaga virus	A	Madariaga virus; eastern equine encephalitis virus South American	MADV; EEEV-SA	BeAr436087	EF151503		Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
AF237947.1	11411.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Mayaro virus	E	Mayaro virus	MAYV		AF237947	NC_003417	Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
KM115530.1	11550.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Middelburg virus	E	Middelburg virus	MIDV	ArB-8842	KM115530	NC_024887	Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
EF536323.1	11674.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Middelburg virus	A	Middelburg virus	MIDV	857	EF536323		Complete coding genome	ssRNA(+)	invertebrates, vertebrates	1.0
AF075257.1	11465.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Mosso das Pedras virus	E	Mosso das Pedras virus; Venezuelan equine encephalitis virus IF	MDPV; VEEV-IF	78V-3531	AF075257	NC_038857	Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
AF075253.1	11391.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Mucambo virus	E	Mucambo virus; Venezuelan equine encephalitis virus IIIA	MUCV; VEEV-IIIA	Mucambo BeAn 8	AF075253	NC_038672	Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
HM147989.1	11688.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Ndumu virus	E	Ndumu virus	NDUV		HM147989	NC_016959	Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
AF079456.1	11822.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Onyong-nyong virus	E	o'nyong-nyong virus	ONNV	SG650	AF079456		Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
AF079457.1	11821.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Onyong-nyong virus	A	o'nyong-nyong virus; Igbo Ora virus	ONNV; IGORV	IBH10964	AF079457		Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
AF075256.1	11344.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Pixuna virus	E	Pixuna virus; Venezuelan equine encephalitis virus IV	PIXV; VEEV-IV	BeAr 34645	AF075256	NC_038673	Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
AF075258.1	11494.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Rio Negro virus	E	Rio Negro virus; Venezuelan equine encephalitis virus VI	RNV; VEEV-VI	AG80-663	AF075258	NC_038674	Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
GQ433354.1	11948.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Ross River virus	E	Ross River virus	RRV	QML 1	GQ433354		Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
AJ316246.1	11900.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Salmon pancreas disease virus	E	salmon pancreas disease virus; sleeping disease virus	SPDV; SDV		AJ316246	NC_003433	Complete genome	ssRNA(+)	vertebrates	1.0
JF972635.1	11187.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Semliki Forest virus	A	Semliki Forest virus	SFV	AMH002650	JF972635		Partial genome	ssRNA(+)	invertebrates, vertebrates	1.0
HM147984.1	11739.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Sindbis virus	A	Sindbis virus; Babanki virus	SINV; BABV		HM147984		Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
AF103728.1	11626.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Sindbis virus	A	Sindbis virus	SINV	XJ 160	AF103728		Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
AF429428.1	11569.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Sindbis virus	A	Sindbis virus	SINV	SW6562	AF429428		Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
HM147990.1	11245.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Southern elephant seal virus	E	southern elephant seal virus	SESV		HM147990	NC_016960	Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
AF075254.1	11530.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Tonate virus	E	Tonate virus; Venezuelan equine encephalitis virus IIIB	TONV; VEEV-IIIB	CaAn 410d	AF075254	NC_038675	Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
HM147991.1	12052.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Trocara virus	E	Trocara virus	TROV		HM147991	NC_043402	Partial genome	ssRNA(+)	invertebrates	1.0
AF252265.1	1005.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Trocara virus	A	Trocara virus	TROV	BeAr422431	AF252265	NC_043198	Partial genome	ssRNA(+)	invertebrates	1.0
HM147992.1	11964.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Una virus	E	Una virus	UNAV		HM147992	NC_043403	Partial genome	ssRNA(+)	invertebrates, vertebrates	1.0
AF375051.1	11423.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Venezuelan equine encephalitis virus	A	Venezuelan equine encephalitis virus; Venezuelan equine encephalitis virus IC	VEEV; VEEV-IC	P676	AF375051		Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
AF075255.1	11311.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Venezuelan equine encephalitis virus	A	Venezuelan equine encephalitis virus; Venezuelan equine encephalitis virus IIIC	VEEV; VEEV-IIIC	71D-1252	AF075255		Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
GQ287646.1	11562.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Western equine encephalitis virus	E	western equine encephalitis virus; western equine encephalitis virus South American	WEEV; WEEV-SA	AG80-646	GQ287646		Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
AF214040.1	11484.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Western equine encephalitis virus	A	western equine encephalitis virus; western equine encephalitis virus North American	WEEV; WEEV-NA	71V-1658	AF214040	NC_003908	Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
HM147993.1	11616.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Whataroa virus	E	Whataroa virus	WHATV		HM147993	NC_016961	Complete genome	ssRNA(+)	invertebrates, vertebrates	1.0
DQ355023.1	6375.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Bell pepper mottle virus	E	bell pepper mottle virus	BPMV	Netherlands	DQ355023	NC_009642	Complete genome	ssRNA(+)	plants	1.0
AM398436.1	6381.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Brugmansia mild mottle virus	E	Brugmansia mild mottle virus	BrMMV	2373	AM398436	NC_010944	Complete genome	ssRNA(+)	plants	1.0
EU043335.1	6449.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Cactus mild mottle virus	E	cactus mild mottle virus	CMMoV	Kr	EU043335	NC_011803	Complete genome	ssRNA(+)	plants	1.0
JN566124.1	6514.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Clitoria yellow mottle virus	E	Clitoria yellow mottle virus	CliYMV	Larrimah	JN566124	NC_016519	Complete genome	ssRNA(+)	plants	1.0
AF321057.1	6562.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Cucumber fruit mottle mosaic virus	E	cucumber fruit mottle mosaic virus	CFMMV	Wang	AF321057	NC_002633	Complete genome	ssRNA(+)	plants	1.0
AB261167.1	6485.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Cucumber mottle virus	E	cucumber mottle virus	CMoV	Kubota	AB261167	NC_008614	Complete genome	ssRNA(+)	plants	1.0
HM026454.1	6643.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Frangipani mosaic virus	E	Frangipani mosaic virus	FrMV	P	HM026454	NC_014546	Complete genome	ssRNA(+)	plants	1.0
AB917427.1	6431.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Hibiscus latent Fort Pierce virus	E	Hibiscus latent Fort Pierce virus	HLFPV	J	AB917427	NC_025381	Complete genome	ssRNA(+)	plants	1.0
AF395898.3	6485.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Hibiscus latent Singapore virus	E	Hibiscus latent Singapore virus	HLSV	Singapore	AF395898	NC_008310	Complete genome	ssRNA(+)	plants	1.0
AJ295948.1	6514.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Kyuri green mottle mosaic virus	E	Kyuri green mottle mosaic virus	KGMMV	C1	AJ295948	NC_003610	Complete genome	ssRNA(+)	plants	1.0
DQ356949.1	6794.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Maracuja mosaic virus	E	maracuja mosaic virus	MarMV	Peru	DQ356949	NC_008716	Complete genome	ssRNA(+)	plants	1.0
AB089381.1	6524.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Paprika mild mottle virus	E	paprika mild mottle virus	PaMMV	Japanese	AB089381	NC_004106	Complete genome	ssRNA(+)	plants	1.0
HQ389540.1	6791.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Passion fruit mosaic virus	E	passion fruit mosaic virus	PFMV	USA	HQ389540	NC_015552	Complete genome	ssRNA(+)	plants	1.0
KJ395757.1	6688.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Plumeria mosaic virus	E	Plumeria mosaic virus	PluMV	Plu-Ind-1	KJ395757	NC_026816	Complete genome	ssRNA(+)	plants	1.0
JF729471.1	6506.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Rattail cactus necrosis-associated virus	E	rattail cactus necrosis-associated virus	RCNaV	South Korea	JF729471	NC_016442	Complete genome	ssRNA(+)	plants	1.0
EF375551.1	6395.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Rehmannia mosaic virus	E	Rehmannia mosaic virus	RheMV	Henan	EF375551	NC_009041	Complete genome	ssRNA(+)	plants	1.0
HQ667979.1	6311.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Ribgrass mosaic virus	E	ribgrass mosaic virus	RMV	Kons.1105-R14	HQ667979	NC_002792	Complete genome	ssRNA(+)	plants	1.0
AM040955.1	6279.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Streptocarpus flower break virus	E	Streptocarpus flower break virus	SFBV	Willingmann	AM040955	NC_008365	Complete genome	ssRNA(+)	plants	1.0
AY137775.1	1415.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Tobacco latent virus	E	tobacco latent virus; Nigerian tobacco latent virus	TLV1	TLV1	AY137775	NC_038703	Partial genome	ssRNA(+)	plants	1.0
KT383474.1	6393.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Tomato brown rugose fruit virus	E	tomato brown rugose fruit virus	TBRFV	Tom1-Jo	KT383474	NC_028478	Complete genome	ssRNA(+)	plants	1.0
AF332868.1	6383.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Tomato mosaic virus	E	tomato mosaic virus	ToMV	Queensland	AF332868	NC_002692	Complete genome	ssRNA(+)	plants	1.0
KF477193.1	6398.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Tomato mottle mosaic virus	E	tomato mottle mosaic virus	ToMMV	MX5	KF477193	NC_022230	Complete genome	ssRNA(+)	plants	1.0
KU659022.1	6350.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Tropical soda apple mosaic virus	E	tropical soda apple mosaic virus	TSAMV	Okeechobee	KU659022	NC_030229	Complete genome	ssRNA(+)	plants	1.0
AB017503.1	6298.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Wasabi mottle virus	E	wasabi mottle virus	WMoV	Shizuoka	AB017503	NC_003355	Complete genome	ssRNA(+)	plants	1.0
KF495564.1	6379.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Yellow tailflower mild mottle virus	E	yellow tailflower mild mottle virus	YTMMV	Cervantes	KF495564	NC_022801	Complete genome	ssRNA(+)	plants	1.0
AJ295949.1	6513.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Martellivirales		Virgaviridae		Tobamovirus		Zucchini green mottle mosaic virus	E	zucchini green mottle mosaic virus	ZGMMV	K	AJ295949	NC_003878	Complete genome	ssRNA(+)	plants	1.0
AB010300.1	8660.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus	Acarallexivirus	Garlic virus A	E	garlic virus A	GarVA	Sumi	AB010300	NC_003375	Complete genome	ssRNA(+)	plants	1.0
KM379144.1	8336.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus	Acarallexivirus	Garlic virus B	E	garlic virus B	GarVB	Mesi 13	KM379144	NC_025789	Complete genome	ssRNA(+)	plants	1.0
AB010302.1	8405.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus	Acarallexivirus	Garlic virus C	E	garlic virus C	GarVC	Sumi	AB010302	NC_003376	Complete genome	ssRNA(+)	plants	1.0
KF555653.1	8424.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus	Acarallexivirus	Garlic virus D	E	garlic virus D	GarVD	SW10	KF555653	NC_022961	Complete genome	ssRNA(+)	plants	1.0
AJ292230.1	8451.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus	Acarallexivirus	Garlic virus E	E	garlic virus E	GarVE	YH	AJ292230	NC_004012	Complete genome	ssRNA(+)	plants	1.0
KY696659.1	8349.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus		Alfalfa virus S	E	Alfalfa virus S	AVS	98.3A	KY696659	NC_034622	Complete genome	ssRNA(+)	plants	1.0
