qseqid_ID,sseqid_ID,conserved_AA_#,qseqid_genome_length,sseqid_genome_length,length,Class,Exemplar or additional isolate,Family,Genome composition,Genome coverage,Genus,Host source,Kingdom,Order,Phylum,Realm,Species,Subclass,Subfamily,Subgenus,Subkingdom,Suborder,Subphylum,Subrealm,Virus GENBANK accession,Virus REFSEQ accession,Virus isolate designation,Virus name abbreviation(s),Virus name(s),bitscore,definition,evalue,gapopen,genome_ncbi_acc,mismatch,pident,protein_length,qend,qseqid,qstart,send,sseqid,sstart,virus
AT10B_S2_NODE_1_length_122269_cov_11,AXH67276.1,28.98,103329.0,133007.0,46.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,65.1,hypothetical protein SEA_WOFFORD_94,1.36e-15,0,MH576968.1,17,63.0,49.0,50,AT10B_S2_NODE_1_length_122269_cov_11.242561_14,5,49,AXH67276.1,4,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67275.1,109.94999999999999,103329.0,133007.0,150.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,229.0,DprA-like ssDNA binding protein,1.48e-77,1,MH576968.1,39,73.3,154.0,149,AT10B_S2_NODE_1_length_122269_cov_11.242561_13,1,150,AXH67275.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67274.1,148.92499999999998,103329.0,133007.0,175.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,296.0,RuvC-like resolvase,3.92e-103,0,MH576968.1,26,85.1,175.0,189,AT10B_S2_NODE_1_length_122269_cov_11.242561_12,15,175,AXH67274.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67273.1,207.913,103329.0,133007.0,257.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,447.0,Cas4 family exonuclease,2.02e-160,0,MH576968.1,49,80.9,257.0,257,AT10B_S2_NODE_1_length_122269_cov_11.242561_11,1,257,AXH67273.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67271.1,32.01,103329.0,133007.0,66.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,71.2,hypothetical protein SEA_WOFFORD_85,1.32e-17,0,MH576968.1,34,48.5,66.0,66,AT10B_S2_NODE_1_length_122269_cov_11.242561_7,1,66,AXH67271.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67270.1,238.06699999999998,103329.0,133007.0,317.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,480.0,RecA-like DNA recombinase,3.22e-171,1,MH576968.1,74,75.1,314.0,337,AT10B_S2_NODE_1_length_122269_cov_11.242561_6,21,312,AXH67270.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67269.1,106.024,103329.0,133007.0,116.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,206.0,MazG-like nucleotide pyrophosphohydrolase,1.33e-69,0,MH576968.1,10,91.4,116.0,116,AT10B_S2_NODE_1_length_122269_cov_11.242561_5,1,116,AXH67269.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67268.1,703.7139999999999,103329.0,133007.0,1103.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,1408.0,DnaE-like DNA polymerase III alpha,0.0,4,MH576968.1,384,63.8,1106.0,1094,AT10B_S2_NODE_1_length_122269_cov_11.242561_3,6,1106,AXH67268.1,5,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67267.1,100.05,103329.0,133007.0,230.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,166.0,DNA binding protein,1.18e-49,4,MH576968.1,118,43.5,267.0,220,AT10B_S2_NODE_1_length_122269_cov_11.242561_2,1,228,AXH67267.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67266.1,214.885,103329.0,133007.0,355.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,140.0,DNA primase,3.86e-41,1,MH576968.1,44,57.4,334.0,106,AT10B_S2_NODE_1_length_122269_cov_11.242561_1,1,333,AXH67266.1,226,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67266.1,214.885,103329.0,133007.0,355.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,327.0,DNA primase,1.41e-111,2,MH576968.1,91,61.9,334.0,271,AT10B_S2_NODE_1_length_122269_cov_11.242561_205,28,250,AXH67266.1,4,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67265.1,277.02000000000004,103329.0,133007.0,405.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,573.0,DNA helicase,2.5899999999999997e-205,1,MH576968.1,127,68.4,406.0,404,AT10B_S2_NODE_1_length_122269_cov_11.242561_204,1,405,AXH67265.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67262.1,62.016,103329.0,133007.0,76.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,112.0,metallophosphoesterase,2.66e-33,0,MH576968.1,14,81.6,83.0,76,AT10B_S2_NODE_1_length_122269_cov_11.242561_199,1,76,AXH67262.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67261.1,146.0,103329.0,133007.0,250.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,310.0,metallophosphoesterase,3.0399999999999997e-106,1,MH576968.1,103,58.4,253.0,251,AT10B_S2_NODE_1_length_122269_cov_11.242561_198,3,253,AXH67261.1,4,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67260.1,74.02799999999999,103329.0,133007.0,93.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,175.0,HNH endonuclease,5.85e-58,0,MH576968.1,19,79.6,94.0,93,AT10B_S2_NODE_1_length_122269_cov_11.242561_197,1,93,AXH67260.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67259.1,555.1,103329.0,133007.0,793.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,1045.0,minor tail protein,0.0,5,MH576968.1,232,70.0,2004.0,788,AT10B_S2_NODE_1_length_122269_cov_11.242561_192,1,792,AXH67259.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67258.1,192.92,103329.0,133007.0,265.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,380.0,minor tail protein,1.12e-133,1,MH576968.1,71,72.8,265.0,264,AT10B_S2_NODE_1_length_122269_cov_11.242561_191,1,265,AXH67258.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67257.1,740.2139999999999,103329.0,133007.0,1062.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,1567.0,minor tail protein,0.0,1,MH576968.1,321,69.7,1063.0,1061,AT10B_S2_NODE_1_length_122269_cov_11.242561_189,1,1062,AXH67257.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67256.1,102.049,103329.0,133007.0,131.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,220.0,hypothetical protein SEA_WOFFORD_61,9.91e-75,0,MH576968.1,29,77.9,131.0,133,AT10B_S2_NODE_1_length_122269_cov_11.242561_188,3,131,AXH67256.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67255.1,1452.528,103329.0,133007.0,2096.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,2418.0,tape measure protein,0.0,9,MH576968.1,622,69.3,2084.0,2111,AT10B_S2_NODE_1_length_122269_cov_11.242561_187,25,2083,AXH67255.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67254.1,75.05199999999999,103329.0,133007.0,116.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,149.0,tail assembly chaperone,7.12e-47,2,MH576968.1,36,64.7,120.0,111,AT10B_S2_NODE_1_length_122269_cov_11.242561_185,1,116,AXH67254.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67253.1,174.915,103329.0,133007.0,207.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,348.0,major tail protein,4.66e-123,0,MH576968.1,32,84.5,207.0,207,AT10B_S2_NODE_1_length_122269_cov_11.242561_184,1,207,AXH67253.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67252.1,83.0,103329.0,133007.0,166.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,189.0,hypothetical protein SEA_WOFFORD_56,1.9899999999999998e-61,1,MH576968.1,82,50.0,167.0,168,AT10B_S2_NODE_1_length_122269_cov_11.242561_183,3,166,AXH67252.1,2,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67251.1,180.95999999999998,103329.0,133007.0,260.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,385.0,hypothetical protein SEA_WOFFORD_55,7.18e-136,1,MH576968.1,78,69.6,261.0,259,AT10B_S2_NODE_1_length_122269_cov_11.242561_182,1,260,AXH67251.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67250.1,125.021,103329.0,133007.0,163.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,272.0,hypothetical protein SEA_WOFFORD_54,2.66e-94,0,MH576968.1,38,76.7,164.0,163,AT10B_S2_NODE_1_length_122269_cov_11.242561_181,1,163,AXH67250.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67249.1,176.98799999999997,103329.0,133007.0,301.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,352.0,hypothetical protein SEA_WOFFORD_53,9.440000000000001e-122,3,MH576968.1,112,58.8,290.0,300,AT10B_S2_NODE_1_length_122269_cov_11.242561_180,1,290,AXH67249.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67248.1,82.03,103329.0,133007.0,130.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,173.0,hypothetical protein SEA_WOFFORD_52,3.4100000000000004e-56,1,MH576968.1,47,63.1,131.0,129,AT10B_S2_NODE_1_length_122269_cov_11.242561_177,1,130,AXH67248.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67247.1,304.851,103329.0,133007.0,331.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,620.0,major capsid protein,3.2000000000000002e-226,0,MH576968.1,26,92.1,331.0,331,AT10B_S2_NODE_1_length_122269_cov_11.242561_176,1,331,AXH67247.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67246.1,319.17600000000004,103329.0,133007.0,429.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,568.0,capsid maturation protease,9.3e-203,5,MH576968.1,89,74.4,430.0,409,AT10B_S2_NODE_1_length_122269_cov_11.242561_175,1,430,AXH67246.1,3,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67245.1,95.062,103329.0,133007.0,149.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,206.0,hypothetical protein SEA_WOFFORD_49,2.3099999999999997e-68,1,MH576968.1,50,63.8,152.0,147,AT10B_S2_NODE_1_length_122269_cov_11.242561_174,3,152,AXH67245.1,4,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67244.1,440.046,103329.0,133007.0,522.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,880.0,portal protein,0.0,0,MH576968.1,82,84.3,524.0,522,AT10B_S2_NODE_1_length_122269_cov_11.242561_173,1,522,AXH67244.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67243.1,85.03,103329.0,133007.0,110.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,186.0,hypothetical protein SEA_WOFFORD_47,1.0799999999999999e-61,0,MH576968.1,25,77.3,110.0,110,AT10B_S2_NODE_1_length_122269_cov_11.242561_172,1,110,AXH67243.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67242.1,342.76800000000003,103329.0,133007.0,579.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,688.0,hypothetical protein SEA_WOFFORD_46,3.31e-245,1,MH576968.1,235,59.2,579.0,578,AT10B_S2_NODE_1_length_122269_cov_11.242561_171,1,579,AXH67242.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67241.1,55.02,103329.0,133007.0,131.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,103.0,HNH endonuclease,2.03e-28,3,MH576968.1,66,42.0,129.0,135,AT10B_S2_NODE_1_length_122269_cov_11.242561_112,5,123,AXH67241.1,3,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67240.1,194.04399999999998,103329.0,133007.0,278.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,395.0,LysM-like peptidoglycan-binding protein,6.48e-138,4,MH576968.1,75,69.8,339.0,278,AT10B_S2_NODE_1_length_122269_cov_11.242561_170,1,269,AXH67240.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67239.1,542.1859999999999,103329.0,133007.0,647.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,1108.0,ribonucleotide reductase,0.0,1,MH576968.1,103,83.8,647.0,649,AT10B_S2_NODE_1_length_122269_cov_11.242561_169,3,646,AXH67239.1,2,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67238.1,228.864,103329.0,133007.0,298.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,506.0,glycosyltransferase,7.67e-182,0,MH576968.1,69,76.8,322.0,298,AT10B_S2_NODE_1_length_122269_cov_11.242561_168,1,322,AXH67238.1,25,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67235.1,76.94999999999999,103329.0,133007.0,150.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,137.0,endolysin,1.7499999999999999e-40,4,MH576968.1,65,51.3,184.0,166,AT10B_S2_NODE_1_length_122269_cov_11.242561_165,20,184,AXH67235.1,40,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67234.1,112.008,103329.0,133007.0,156.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,232.0,HNH endonuclease,1.31e-78,2,MH576968.1,40,71.8,155.0,153,AT10B_S2_NODE_1_length_122269_cov_11.242561_164,1,155,AXH67234.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67228.1,179.928,103329.0,133007.0,294.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,322.0,hypothetical protein SEA_WOFFORD_31,4.06e-110,3,MH576968.1,92,61.2,289.0,282,AT10B_S2_NODE_1_length_122269_cov_11.242561_159,3,287,AXH67228.1,2,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67226.1,27.983999999999998,103329.0,133007.0,48.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,52.8,hypothetical protein SEA_WOFFORD_29,1.44e-10,0,MH576968.1,20,58.3,60.0,51,AT10B_S2_NODE_1_length_122269_cov_11.242561_156,4,59,AXH67226.1,12,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67224.1,150.92,103329.0,133007.0,220.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,304.0,ThyX-like thymidylate synthase,8.47e-105,1,MH576968.1,67,68.6,234.0,221,AT10B_S2_NODE_1_length_122269_cov_11.242561_153,4,222,AXH67224.1,3,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67222.1,35.013999999999996,103329.0,133007.0,61.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,75.5,hypothetical protein SEA_WOFFORD_25,5.56e-19,0,MH576968.1,26,57.4,79.0,74,AT10B_S2_NODE_1_length_122269_cov_11.242561_152,14,73,AXH67222.1,13,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67207.1,41.013,103329.0,133007.0,63.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,93.6,hypothetical protein SEA_WOFFORD_9,5.1200000000000004e-26,0,MH576968.1,22,65.1,66.0,64,AT10B_S2_NODE_1_length_122269_cov_11.242561_138,2,65,AXH67207.1,3,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67206.1,182.919,103329.0,133007.0,241.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,382.0,hypothetical protein SEA_WOFFORD_8,3.17e-135,0,MH576968.1,58,75.9,246.0,242,AT10B_S2_NODE_1_length_122269_cov_11.242561_137,2,244,AXH67206.1,4,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67204.1,24.017,103329.0,133007.0,47.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,54.7,hypothetical protein SEA_WOFFORD_6,2.05e-11,0,MH576968.1,23,51.1,55.0,48,AT10B_S2_NODE_1_length_122269_cov_11.242561_135,2,50,AXH67204.1,4,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67203.1,38.007,103329.0,133007.0,103.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,78.6,hypothetical protein SEA_WOFFORD_5,3.33e-19,1,MH576968.1,62,36.9,115.0,107,AT10B_S2_NODE_1_length_122269_cov_11.242561_134,8,114,AXH67203.1,12,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67201.1,276.05400000000003,103329.0,133007.0,331.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,551.0,hypothetical protein SEA_WOFFORD_3,3.07e-199,1,MH576968.1,54,83.4,333.0,330,AT10B_S2_NODE_1_length_122269_cov_11.242561_131,1,331,AXH67201.1,1,Streptomyces phage Wollford
AT10B_S2_NODE_1_length_122269_cov_11,AXH67199.1,36.984,103329.0,133007.0,67.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus Wollford,,Boydwoodruffvirinae,,,,,,MH576968,NC_048722,,,Streptomyces phage Wollford,70.9,hypothetical protein SEA_WOFFORD_1,3.72e-17,2,MH576968.1,28,55.2,67.0,83,AT10B_S2_NODE_1_length_122269_cov_11.242561_130,17,67,AXH67199.1,3,Streptomyces phage Wollford
