qseqid_genome_ID,sseqid_genome_ID,sseqid_virus,distance,total_aln_length,avg_pid,avg_genome_length,qseqid_genome_length,sseqid_genome_length
RE-CD5_S9_k71_1136336_flag=1_multi=48.3216_len=2524,KY554768.1,Lactococcus phage AM1,0.999,90,26.7,64030.5,2403.0,125658.0
RE-CD5_S9_k71_1136336_flag=1_multi=48.3216_len=2524,HQ113105.1,Lausannevirus,0.999,110,31.8,174578.5,2403.0,346754.0
RE-CD5_S9_k71_137051_flag=1_multi=70.0000_len=2925,KU160650.1,Arthrobacter phage Jasmine,0.981,654,24.6,24797.0,2871.0,46723.0
RE-CD5_S9_k71_1399792_flag=1_multi=43.3783_len=2537,OP361299,Pseudomonas phage phiH2,0.997,63,42.9,29629.5,1593.0,57666.0
RE-CD5_S9_k71_1399792_flag=1_multi=43.3783_len=2537,MW507126,Microbacterium phage Shocker,0.997,51,41.2,23512.0,1593.0,45431.0
RE-CD5_S9_k71_1399792_flag=1_multi=43.3783_len=2537,KP202969.1,Achromobacter phage JWX,0.997,54,40.7,25653.5,1593.0,49714.0
RE-CD5_S9_k71_1399792_flag=1_multi=43.3783_len=2537,KP202970.1,Achromobacter phage 83-24,0.998,51,39.2,24904.5,1593.0,48216.0
RE-CD5_S9_k71_1467267_flag=1_multi=79.0000_len=4856,KU998240.1,Gordonia phage Woes,0.99,369,36.0,39231.0,4710.0,73752.0
RE-CD5_S9_k71_1467267_flag=1_multi=79.0000_len=4856,MT723934.1,Gordonia phage Love,0.997,88,33.0,32376.0,4710.0,60042.0
RE-CD5_S9_k71_1467267_flag=1_multi=79.0000_len=4856,MG757153.1,Streptomyces phage BillNye,0.998,83,44.6,65897.0,4710.0,127084.0
RE-CD5_S9_k71_1523315_flag=1_multi=160.0000_len=10950,KY249644.1,Synechococcus virus S-ESS1,0.988,374,35.6,34705.0,9048.0,60362.0
RE-CD5_S9_k71_1523315_flag=1_multi=160.0000_len=10950,MK804892.1,Aeromonas phage 4_D05,0.991,182,42.3,25648.5,9048.0,42249.0
RE-CD5_S9_k71_1523315_flag=1_multi=160.0000_len=10950,MF580957.1,Salinibacter phage M8CR30-2,0.991,151,42.4,22073.5,9048.0,35099.0
RE-CD5_S9_k71_1523315_flag=1_multi=160.0000_len=10950,KJ817802.1,Acinetobacter phage YMC-13-01-C62,0.997,73,35.6,26946.0,9048.0,44844.0
RE-CD5_S9_k71_1523315_flag=1_multi=160.0000_len=10950,OR159674,Microbacterium phage Nicole72,0.997,45,62.2,32239.5,9048.0,55431.0
RE-CD5_S9_k71_1548203_flag=1_multi=22.6823_len=1692,AF063866.1,Melanoplus sanguinipes entomopoxvirus 'O',0.999,125,34.4,118763.5,1407.0,236120.0
RE-CD5_S9_k71_1889178_flag=1_multi=136.1154_len=12454,OK499995,Serratia phage vB_SmaS_Tlacuache,0.984,511,28.2,27231.5,11784.0,42679.0
RE-CD5_S9_k71_1889178_flag=1_multi=136.1154_len=12454,JN391180.1,Salmonella phage SPN1S,0.994,81,60.5,25234.0,11784.0,38684.0
RE-CD5_S9_k71_1889178_flag=1_multi=136.1154_len=12454,MK524501.1,Gordonia phage BrutonGaster,0.997,135,43.0,51647.0,11784.0,91510.0
RE-CD5_S9_k71_191343_flag=0_multi=76.0000_len=3516,MF668275.1,Brevibacterium phage LuckyBarnes,0.996,88,36.4,27053.5,3333.0,50774.0
RE-CD5_S9_k71_1996964_flag=1_multi=158.1776_len=8332,MW862109,Pseudomonas phage Medea1,0.994,297,23.6,33370.0,7821.0,58919.0
RE-CD5_S9_k71_1996964_flag=1_multi=158.1776_len=8332,MG711466.1,Faecalibacterium phage FP_Toutatis,0.996,131,35.1,31273.0,7821.0,54725.0
RE-CD5_S9_k71_1996964_flag=1_multi=158.1776_len=8332,MT657341.1,Mycobacterium phage Estes,0.996,135,47.4,45711.0,7821.0,83601.0
RE-CD5_S9_k71_2061178_flag=1_multi=40.0000_len=1136,KR052480.1,Sinorhizobium phage phiM7,0.999,96,40.6,94693.5,960.0,188427.0
RE-CD5_S9_k71_2472824_flag=0_multi=88.5887_len=4542,KJ019054.1,Synechococcus phage ACG-2014e,0.998,174,31.6,96963.5,4509.0,189418.0
RE-CD5_S9_k71_2958025_flag=1_multi=48.0000_len=2532,AY954959.1,Staphylococcus phage EW,0.994,125,40.8,23876.0,2466.0,45286.0
RE-CD5_S9_k71_333110_flag=1_multi=77.0000_len=4304,MG784342.1,Bacillus phage Carmen17,0.989,361,24.1,23026.5,4233.0,41820.0
RE-CD5_S9_k71_822362_flag=1_multi=86.0000_len=3667,MG757154.1,Streptomyces phage Bing,0.98,360,55.6,29573.0,2805.0,56341.0
RE-CD5_S9_k71_822362_flag=1_multi=86.0000_len=3667,GU580941.1,Rhodococcus phage ReqiPepy6,0.999,56,33.9,39801.0,2805.0,76797.0
RE-CD5_S9_k71_822362_flag=1_multi=86.0000_len=3667,KU160654.1,Arthrobacter phage Laroye,0.999,30,43.3,31405.0,2805.0,60005.0
RE-CD5_S9_k71_92375_flag=1_multi=54.0000_len=1693,MF663786.1,Bordetella phage vB_BbrM_PHB04,0.998,107,34.6,47766.0,1527.0,94005.0
RE-CF3_S10_100M_NODE_13_length_17420_cov_28.467953,MH898687.1,Edwardsiella phage Edno5,0.989,253,40.3,28676.5,16509.0,40844.0
RE-CF3_S10_100M_NODE_13_length_17420_cov_28.467953,MF663786.1,Bordetella phage vB_BbrM_PHB04,0.994,334,38.4,55257.0,16509.0,94005.0
RE-CF3_S10_100M_NODE_13_length_17420_cov_28.467953,HQ641380.1,Enterobacter phage EcP1,0.995,172,34.9,37794.5,16509.0,59080.0
RE-CF3_S10_100M_NODE_13_length_17420_cov_28.467953,EU340421.2,Lactobacillus phage c5,0.996,113,31.9,24175.0,16509.0,31841.0
RE-CF3_S10_100M_NODE_13_length_17420_cov_28.467953,MG189906.1,Stenotrophomonas phage vB_SmaS_DLP_5,0.996,161,44.7,56525.5,16509.0,96542.0
RE-CF3_S10_100M_NODE_13_length_17420_cov_28.467953,OL744218,Klebsiella phage vB_KvaP_F5M1D,0.996,100,37.0,31106.0,16509.0,45703.0
RE-CF3_S10_100M_NODE_13_length_17420_cov_28.467953,KY523104,Tupanvirus soda lake,1.0,219,35.2,728008.5,16509.0,1439508.0
RE-CF3_S10_100M_NODE_20971_length_1088_cov_6.542110,JN412588.1,Mycobacterium phage Dandelion,0.999,81,40.7,79253.5,939.0,157568.0
RE-CF3_S10_100M_NODE_2213_length_2460_cov_8.780457,KU160669.1,Arthrobacter phage Tank,0.995,141,44.7,34913.5,2235.0,67592.0
RE-CF3_S10_100M_NODE_2213_length_2460_cov_8.780457,AB366653.2,Ralstonia phage phiRSL1,0.998,125,66.4,116745.0,2235.0,231255.0
RE-CF3_S10_100M_NODE_2378_length_2400_cov_13.831130,MG711465.1,Faecalibacterium phage FP_Brigit,0.986,383,38.6,32007.0,2298.0,61716.0
RE-CF3_S10_100M_NODE_2378_length_2400_cov_13.831130,KY448244.1,Erwinia phage vB_EamM_Yoloswag,0.999,126,40.5,130999.0,2298.0,259700.0
RE-CF3_S10_100M_NODE_3508_length_2070_cov_11.049132,JN882285.1,Cronobacter phage vB_CsaM_GAP32,0.998,270,34.8,180248.0,1833.0,358663.0
RE-CF3_S10_100M_NODE_431_length_4949_cov_14.600327,ON210137,Escherichia phage EC150,0.996,153,30.1,36483.0,4932.0,68034.0
RE-CF3_S10_100M_NODE_4827_length_1845_cov_11.846927,MH153808.1,Gordonia phage Petra,0.996,78,41.0,26732.5,1161.0,52304.0
RE-CF3_S10_100M_NODE_9394_length_1457_cov_14.025678,KT876724.1,Flavobacterium phage FpV4,0.996,204,26.5,44821.5,1335.0,88308.0
RE-CF3_S10_100M_NODE_944_length_3441_cov_22.317188,KU884563.1,Pseudomonas phage PaMx41,0.99,382,21.2,23491.0,3492.0,43490.0
RE-CF3_S10_100M_NODE_944_length_3441_cov_22.317188,HQ641345.1,Vibrio phage ICP2,0.996,136,24.3,26583.5,3492.0,49675.0
RE-CF3_S10_100M_NODE_97_length_9175_cov_23.008772,KU884563.1,Pseudomonas phage PaMx41,0.987,419,27.4,26077.0,8664.0,43490.0
RE-CF3_S10_100M_NODE_97_length_9175_cov_23.008772,KX098389.2,Erwinia phage vB_EamP_Frozen,0.992,419,25.8,41905.5,8664.0,75147.0
RE-CF3_S10_100M_NODE_97_length_9175_cov_23.008772,KM873719.2,Flavobacterium phage FCL-2,0.997,69,43.5,27903.0,8664.0,47142.0
RE-CF3_S10_100M_NODE_97_length_9175_cov_23.008772,MK994515.1,Serratia phage Moabite,0.999,44,61.4,141298.5,8664.0,273933.0
RE-CF3_S10_k71_1816506_flag=1_multi=78.3081_len=25149,OK562670,Stenotrophomonas phage vB_SM_ytsc_ply2008005c,0.964,1185,34.075,33130.5,23943.0,42318.0
RE-CF3_S10_k71_1816506_flag=1_multi=78.3081_len=25149,MK165657,Pseudomonas phage vB_PaeS_SCUT-S3,0.979,608,38.3,33282.5,23943.0,42622.0
RE-CF3_S10_k71_1816506_flag=1_multi=78.3081_len=25149,KU204984,Pseudomonas phage AAT-1,0.989,418,33.55,40771.0,23943.0,57599.0
RE-CF3_S10_k71_1816506_flag=1_multi=78.3081_len=25149,KX241618.1,Xanthomonas phage Xoo-sp2,0.992,384,30.5,42220.0,23943.0,60497.0
RE-CF3_S10_k71_1816506_flag=1_multi=78.3081_len=25149,ON189045,Xanthomonas phage Elanor,0.993,285,35.8,43142.0,23943.0,62341.0
RE-CF3_S10_k71_1816506_flag=1_multi=78.3081_len=25149,JF923796.1,Gordonia phage GTE5,0.997,161,30.4,44891.0,23943.0,65839.0
RE-CF3_S10_k71_1816506_flag=1_multi=78.3081_len=25149,KF669650.1,Clavibacter phage CN1A,0.997,135,28.1,40366.0,23943.0,56789.0
RE-CF3_S10_k71_1816506_flag=1_multi=78.3081_len=25149,PP497040,Vyasavirus brisbanense,0.998,82,42.7,55434.5,23943.0,86926.0
RE-CF3_S10_k71_1978525_flag=1_multi=29.0000_len=2187,MT740745.1,Ralstonia phage Raharianne,0.994,84,58.3,24120.5,1920.0,46321.0
RE-CF3_S10_k71_2014091_flag=0_multi=33.0000_len=2355,MG775259.1,Pseudomonas phage Bjorn,0.98,525,30.5,24147.0,2358.0,45936.0
RE-CF3_S10_k71_2014091_flag=0_multi=33.0000_len=2355,OR420734,Roseobacter phage CRP-804,0.995,123,27.6,21989.0,2358.0,41620.0
RE-CF3_S10_k71_2136607_flag=0_multi=76.7950_len=11561,MT900487,Streptococcus phage 23TH,0.982,463,27.9,21710.0,11148.0,32272.0
RE-CF3_S10_k71_2136607_flag=0_multi=76.7950_len=11561,MK016504.1,Mycobacterium phage Whouxphf,0.983,451,44.3,35120.5,11148.0,59093.0
RE-CF3_S10_k71_2136607_flag=0_multi=76.7950_len=11561,FJ174693.1,Mycobacterium phage Ramsey,0.986,285,56.5,34863.0,11148.0,58578.0
RE-CF3_S10_k71_2136607_flag=0_multi=76.7950_len=11561,ON778007,Pseudomonas phage vB_Pae_LC3I3,0.99,243,43.2,30537.0,11148.0,49926.0
RE-CF3_S10_k71_2136607_flag=0_multi=76.7950_len=11561,MH638294.1,Ralstonia phage GP4,0.992,366,26.2,36138.5,11148.0,61129.0
RE-CF3_S10_k71_2136607_flag=0_multi=76.7950_len=11561,AB863625.1,Ralstonia phage RSK1,0.995,108,40.7,25809.5,11148.0,40471.0
RE-CF3_S10_k71_2136607_flag=0_multi=76.7950_len=11561,EF153632.1,Burkholderia phage BcepF1,0.995,153,45.75,41781.5,11148.0,72415.0
RE-CF3_S10_k71_278900_flag=1_multi=37.0793_len=4838,AP018495,Acanthamoeba castellanii medusavirus J1,0.999,136,33.1,192378.5,3480.0,381277.0
RE-CF3_S10_k71_2862529_flag=0_multi=58.5896_len=8375,EU340421.2,Lactobacillus phage c5,0.995,113,31.9,20054.5,8268.0,31841.0
RE-CF3_S10_k71_2862529_flag=0_multi=58.5896_len=8375,OL744218,Klebsiella phage vB_KvaP_F5M1D,0.996,100,37.0,26985.5,8268.0,45703.0
RE-CF3_S10_k71_2862529_flag=0_multi=58.5896_len=8375,MF663786.1,Bordetella phage vB_BbrM_PHB04,0.997,113,48.7,51136.5,8268.0,94005.0
RE-CF3_S10_k71_2862529_flag=0_multi=58.5896_len=8375,KY523104,Tupanvirus soda lake,1.0,219,35.2,723888.0,8268.0,1439508.0
RE-CF3_S10_k71_3052714_flag=1_multi=72.0000_len=9143,MH898687.1,Edwardsiella phage Edno5,0.988,253,40.3,24563.5,8283.0,40844.0
RE-CF3_S10_k71_3052714_flag=1_multi=72.0000_len=9143,HQ641380.1,Enterobacter phage EcP1,0.995,172,34.9,33681.5,8283.0,59080.0
RE-CF3_S10_k71_3052714_flag=1_multi=72.0000_len=9143,MG189906.1,Stenotrophomonas phage vB_SmaS_DLP_5,0.996,161,44.7,52412.5,8283.0,96542.0
RE-CF3_S10_k71_3052714_flag=1_multi=72.0000_len=9143,MF663786.1,Bordetella phage vB_BbrM_PHB04,0.996,221,28.1,51144.0,8283.0,94005.0
RE-CF3_S10_k71_410808_flag=1_multi=34.0000_len=3499,KX557272.1,Gordonia phage Bantam,0.991,279,54.1,47956.5,3333.0,92580.0
RE-CF3_S10_k71_471498_flag=1_multi=29.0000_len=2132,MG159787.1,Gluconobacter phage GC1,0.992,76,31.6,9170.5,1818.0,16523.0
RE-CF3_S10_k71_471498_flag=1_multi=29.0000_len=2132,AY848686.1,Enterobacteria phage PR4,0.992,52,40.4,8386.0,1818.0,14954.0
RE-CF3_S10_k71_653552_flag=0_multi=31.1240_len=1926,AY954956.1,Staphylococcus phage 3A,0.994,105,43.8,22347.0,1599.0,43095.0
RE-CF3_S10_k71_653552_flag=0_multi=31.1240_len=1926,MN908687.1,Gordonia phage Skog,0.999,94,37.2,77017.0,1599.0,152435.0
RE-CF3_S10_k71_795613_flag=0_multi=43.6624_len=4529,KY295895,Escherichia phage G AB-2017,0.994,164,28.0,22891.0,4263.0,41519.0
RE-CF3_S10_k71_795613_flag=0_multi=43.6624_len=4529,MK863032.2,Pseudomonas phage Zuri,0.997,103,35.9,40068.0,4263.0,75873.0
RE-CF3_S10_k71_819539_flag=1_multi=15.0000_len=1182,AY150271.2,Salmonella phage epsilon15,0.994,127,34.6,20428.5,1185.0,39672.0
RE-CF3_S10_k71_819539_flag=1_multi=15.0000_len=1182,OQ921333,Escherichia phage vB_EcoP_PAS61,0.996,68,38.2,20236.0,1185.0,39287.0
RE-CF3_S10_k71_865370_flag=0_multi=47.7197_len=2754,MH443100.1,Erwinia phage vB_EhrS_49,0.979,364,46.4,24515.5,2196.0,46835.0
RE-CG4_S11_100M_NODE_1500_length_1082_cov_13.616358,MH651190.1,Streptomyces phage Thestral,0.997,55,47.3,26749.0,870.0,52628.0
RE-CG4_S11_100M_NODE_1500_length_1082_cov_13.616358,KX190833.1,Bacillus phage vB_BtS_BMBtp14,0.998,47,36.2,25805.0,870.0,50740.0
RE-CG4_S11_100M_NODE_1657_length_1057_cov_13.369261,LC553736.1,Salmonella phage SAP012,0.996,120,33.3,30196.0,774.0,59618.0
RE-CG4_S11_100M_NODE_1657_length_1057_cov_13.369261,MH271312.1,Microbacterium phage RobsFeet,0.998,49,42.9,27481.5,774.0,54189.0
RE-CG4_S11_100M_NODE_170_length_1932_cov_17.325519,KF811200.1,Acinetobacter phage IMEAB3,0.995,178,22.5,22494.0,1938.0,43050.0
RE-CG4_S11_100M_NODE_170_length_1932_cov_17.325519,MG948468.1,Pantoea phage vB_PagS_Vid5,0.996,127,33.1,31687.5,1938.0,61437.0
RE-CG4_S11_100M_NODE_170_length_1932_cov_17.325519,LN890663.1,Acinetobacter phage Loki,0.997,64,35.9,21623.0,1938.0,41308.0
RE-CG4_S11_100M_NODE_175_length_1922_cov_11.589181,GU071100.1,Cyanophage 9515-10a,0.987,183,59.0,24441.0,1827.0,47055.0
RE-CG4_S11_100M_NODE_209_length_1814_cov_11.782831,MK501729.1,Gordonia phage Walrus,0.996,63,55.6,26924.0,1824.0,52024.0
RE-CG4_S11_100M_NODE_213_length_1805_cov_25.859429,MN062720,Microbacterium phage FuzzBuster,0.993,170,38.8,28319.0,1794.0,54844.0
RE-CG4_S11_100M_NODE_213_length_1805_cov_25.859429,MH183162.1,Microbacterium phage Hendrix,0.995,145,62.1,49775.5,1794.0,97757.0
RE-CG4_S11_100M_NODE_213_length_1805_cov_25.859429,JF937110.1,Mycobacterium phage KSSJEB,0.996,69,46.4,26587.5,1794.0,51381.0
RE-CG4_S11_100M_NODE_243_length_1729_cov_16.018519,MW862109,Pseudomonas phage Medea1,0.99,325,33.7,30323.5,1728.0,58919.0
RE-CG4_S11_100M_NODE_243_length_1729_cov_16.018519,MN095772.1,Stenotrophomonas phage Moby,0.998,90,51.1,80546.5,1728.0,159365.0
RE-CG4_S11_100M_NODE_30_length_3252_cov_15.724429,MH638294.1,Ralstonia phage GP4,0.996,87,51.7,32084.0,3039.0,61129.0
RE-CG4_S11_100M_NODE_30_length_3252_cov_15.724429,MK937594.1,Gordonia phage Galadriel,0.997,69,39.1,31219.5,3039.0,59400.0
RE-CG4_S11_100M_NODE_30_length_3252_cov_15.724429,KX643370.1,Lymphocystis disease virus Sa,1.0,42,33.3,105770.0,3039.0,208501.0
RE-CG4_S11_100M_NODE_333_length_1587_cov_20.635117,MT135176,Hafnia phage yong1,0.993,125,43.2,22344.0,1359.0,43329.0
RE-CG4_S11_100M_NODE_333_length_1587_cov_20.635117,KU356689.1,Pseudomonas phage ZC01,0.997,47,53.2,29210.0,1359.0,57061.0
RE-CG4_S11_100M_NODE_41_length_3081_cov_18.190350,OR553891,Arthrobacter phage CallinAllBarbz,0.98,366,39.6,21967.5,2730.0,41205.0
RE-CG4_S11_100M_NODE_41_length_3081_cov_18.190350,MH825712,Microbacterium phage ValentiniPuff,0.996,105,44.8,32623.5,2730.0,62517.0
RE-CG4_S11_100M_NODE_41_length_3081_cov_18.190350,MH697589.1,Microbacterium phage Neferthena,0.996,56,57.1,22218.0,2730.0,41706.0
RE-CG4_S11_100M_NODE_41_length_3081_cov_18.190350,MH183162.1,Microbacterium phage Hendrix,0.998,102,33.3,50243.5,2730.0,97757.0
RE-CG4_S11_100M_NODE_674_length_1315_cov_9.542857,AY369265.2,Burkholderia phage Bcep1,0.99,144,55.6,24759.0,1341.0,48177.0
RE-CG4_S11_100M_NODE_734_length_1285_cov_15.519512,AY453853.1,Burkholderia phage phi1026b,0.993,142,49.3,28073.0,1281.0,54865.0
RE-CG4_S11_100M_NODE_75_length_2447_cov_10.606605,KU160650.1,Arthrobacter phage Jasmine,0.979,420,41.0,24531.5,2340.0,46723.0
RE-CG4_S11_k71_1298257_flag=1_multi=22.9135_len=1019,MH697580.1,Gordonia phage Catfish,0.992,160,43.2,23966.0,1044.0,46888.0
RE-CG4_S11_k71_1298257_flag=1_multi=22.9135_len=1019,MF919526.1,Mycobacterium phage Phasih,0.997,82,40.2,28584.5,1044.0,56125.0
RE-CG4_S11_k71_1463994_flag=0_multi=73.3264_len=1805,MH248138.1,Erwinia phage vB_EamM_Alexandra,0.999,74,51.4,134062.5,1593.0,266532.0
RE-CG4_S11_k71_1486525_flag=1_multi=59.1575_len=2738,GU071100.1,Cyanophage 9515-10a,0.987,183,59.0,24838.5,2622.0,47055.0
RE-CG4_S11_k71_1664160_flag=1_multi=61.0000_len=1511,KY000218.1,Bordetella phage MW2,0.997,79,43.0,30822.5,1485.0,60160.0
RE-CG4_S11_k71_1664160_flag=1_multi=61.0000_len=1511,MH588544.1,Caulobacter phage CcrBL10,0.999,57,33.3,111209.5,1485.0,220934.0
RE-CG4_S11_k71_1704065_flag=1_multi=87.0000_len=3484,MK608336,Serratia phage Serbin,0.986,407,27.3,23185.5,3489.0,42882.0
RE-CG4_S11_k71_1704065_flag=1_multi=87.0000_len=3484,KF811200.1,Acinetobacter phage IMEAB3,0.995,178,22.5,23269.5,3489.0,43050.0
RE-CG4_S11_k71_1704065_flag=1_multi=87.0000_len=3484,MG948468.1,Pantoea phage vB_PagS_Vid5,0.996,127,33.1,32463.0,3489.0,61437.0
RE-CG4_S11_k71_1760501_flag=1_multi=72.0000_len=1275,MT613935.1,Pseudomonas phage Persinger,0.993,98,51.0,22634.5,1236.0,44033.0
RE-CG4_S11_k71_1935099_flag=1_multi=61.0000_len=3953,KU197014,Xanthomonas phage XAJ2,0.987,427,27.4,26498.5,3756.0,49241.0
RE-CG4_S11_k71_1935099_flag=1_multi=61.0000_len=3953,MW862109,Pseudomonas phage Medea1,0.99,325,33.7,31337.5,3756.0,58919.0
RE-CG4_S11_k71_1935099_flag=1_multi=61.0000_len=3953,AB863625.1,Ralstonia phage RSK1,0.993,95,56.8,22113.5,3756.0,40471.0
RE-CG4_S11_k71_1935099_flag=1_multi=61.0000_len=3953,MN095772.1,Stenotrophomonas phage Moby,0.998,90,51.1,81560.5,3756.0,159365.0
RE-CG4_S11_k71_2059164_flag=1_multi=86.0000_len=4761,MH638294.1,Ralstonia phage GP4,0.996,87,51.7,32753.0,4377.0,61129.0
RE-CG4_S11_k71_2059164_flag=1_multi=86.0000_len=4761,KF977490.1,Rhizobium phage vB_RglS_P106B,0.997,68,42.6,30200.5,4377.0,56024.0
RE-CG4_S11_k71_2059164_flag=1_multi=86.0000_len=4761,MK937594.1,Gordonia phage Galadriel,0.997,69,39.1,31888.5,4377.0,59400.0
RE-CG4_S11_k71_2059164_flag=1_multi=86.0000_len=4761,KX643370.1,Lymphocystis disease virus Sa,1.0,42,33.3,106439.0,4377.0,208501.0
RE-CG4_S11_k71_2627323_flag=1_multi=41.0000_len=2143,MG839027.1,Microbacterium phage Eleri,0.996,63,41.3,20975.0,1584.0,40366.0
RE-CG4_S11_k71_2627323_flag=1_multi=41.0000_len=2143,OM236516,Bacillus phage FADO,0.998,121,38.8,83170.0,1584.0,164756.0
RE-CG4_S11_k71_2627323_flag=1_multi=41.0000_len=2143,ON529857,Brevundimonas phage vB_BpoS-Kikimora,0.999,59,45.8,157099.5,1584.0,312615.0
RE-CG4_S11_k71_2748349_flag=1_multi=21.0000_len=1584,KY000218.1,Bordetella phage MW2,0.994,153,37.9,30821.0,1482.0,60160.0
RE-CL45B_S12_100M_NODE_108_length_2975_cov_13.385274,MK279899.1,Arthrobacter phage Maja,0.994,122,34.4,19832.5,2889.0,36776.0
RE-CL45B_S12_100M_NODE_108_length_2975_cov_13.385274,AY129338.1,Mycobacterium phage Omega,0.995,313,28.8,56877.0,2889.0,110865.0
RE-CL45B_S12_100M_NODE_108_length_2975_cov_13.385274,KX620748.1,Propionibacterium phage Anatole,0.996,64,40.6,19086.5,2889.0,35284.0
RE-CL45B_S12_100M_NODE_10_length_6163_cov_22.273903,MK305888.1,Streptomyces phage Austintatious,0.989,302,25.8,21148.5,6084.0,36213.0
RE-CL45B_S12_100M_NODE_10_length_6163_cov_22.273903,MH825699.1,Streptomyces phage Darolandstone,0.991,272,25.0,23404.5,6084.0,40725.0
RE-CL45B_S12_100M_NODE_10_length_6163_cov_22.273903,AY625898.1,Pseudomonas phage F116,0.994,144,47.2,35639.5,6084.0,65195.0
RE-CL45B_S12_100M_NODE_10_length_6163_cov_22.273903,OK999980,Arthrobacter phage EastWest,0.996,60,63.3,28240.5,6084.0,50397.0
RE-CL45B_S12_100M_NODE_10_length_6163_cov_22.273903,MF140423,Arthrobacter phage Nightmare,0.997,95,36.8,32461.5,6084.0,58839.0
RE-CL45B_S12_100M_NODE_10_length_6163_cov_22.273903,MH588547.2,Caulobacter phage CcrSC,0.999,117,31.6,161786.5,6084.0,317489.0
RE-CL45B_S12_100M_NODE_1119_length_1738_cov_10.162805,MG515223.1,Streptomyces phage WRightOn,0.979,233,69.1,23489.5,1758.0,45221.0
RE-CL45B_S12_100M_NODE_1119_length_1738_cov_10.162805,MH155868.1,Streptomyces phage FlowerPower,0.994,133,33.1,23945.5,1758.0,46133.0
RE-CL45B_S12_100M_NODE_115_length_2915_cov_19.014685,HE611333.2,Pseudomonas phage tf,0.994,135,37.8,24586.0,2901.0,46271.0
RE-CL45B_S12_100M_NODE_115_length_2915_cov_19.014685,BX897699,Bartonella henselae str. Houston-1,0.999,426,47.9,966974.0,2901.0,1931047.0
RE-CL45B_S12_100M_NODE_119_length_2893_cov_22.535941,AF547987.1,Shigella phage Sf6,0.991,131,48.9,20961.5,2880.0,39043.0
RE-CL45B_S12_100M_NODE_1345_length_1669_cov_13.262082,KJ019052.1,Synechococcus phage ACG-2014f_Syn7803C7,0.999,143,29.4,109134.5,1641.0,216628.0
RE-CL45B_S12_100M_NODE_1510_length_1621_cov_14.360153,KF766125.2,Shigella phage 75/02 Stx,0.995,208,23.6,31252.0,1629.0,60875.0
RE-CL45B_S12_100M_NODE_1510_length_1621_cov_14.360153,LR597635.1,Escherichia phage Lambda_ev099,0.996,88,35.2,24426.5,1629.0,47224.0
RE-CL45B_S12_100M_NODE_1510_length_1621_cov_14.360153,NC_021858,Pandoravirus dulcis,1.0,59,42.4,955076.5,1629.0,1908524.0
RE-CL45B_S12_100M_NODE_165_length_2694_cov_11.743085,AY029185.2,Bordetella phage BPP-1,0.991,168,40.5,22059.5,1626.0,42493.0
RE-CL45B_S12_100M_NODE_165_length_2694_cov_11.743085,HM072038.1,Bacillus phage phi105,0.995,110,28.2,20472.0,1626.0,39318.0
RE-CL45B_S12_100M_NODE_165_length_2694_cov_11.743085,AY605181.1,Burkholderia phage BcepC6B,0.997,61,36.1,22020.5,1626.0,42415.0
RE-CL45B_S12_100M_NODE_16_length_4693_cov_14.031263,KU160638.1,Arthrobacter phage Amigo,0.982,624,30.6,31812.5,4452.0,59173.0
RE-CL45B_S12_100M_NODE_16_length_4693_cov_14.031263,DQ398051.1,Mycobacterium phage PLot,0.994,231,27.7,34619.5,4452.0,64787.0
RE-CL45B_S12_100M_NODE_16_length_4693_cov_14.031263,OK499995,Serratia phage vB_SmaS_Tlacuache,0.996,121,27.3,23565.5,4452.0,42679.0
RE-CL45B_S12_100M_NODE_1_length_75032_cov_31.819411,MN586040.1,Gordonia phage Stormageddon,0.967,2988,40.614,101686.0,67053.0,136319.0
RE-CL45B_S12_100M_NODE_1_length_75032_cov_31.819411,MK937592.1,Mycobacterium phage Phrappuccino,0.985,1260,39.514,101707.0,67053.0,136361.0
RE-CL45B_S12_100M_NODE_1_length_75032_cov_31.819411,EU826466.1,Mycobacterium phage Myrna,0.988,811,57.65,115827.5,67053.0,164602.0
RE-CL45B_S12_100M_NODE_1_length_75032_cov_31.819411,MN908687.1,Gordonia phage Skog,0.99,1120,35.15,109744.0,67053.0,152435.0
RE-CL45B_S12_100M_NODE_1_length_75032_cov_31.819411,KX752698.1,Mycobacterium phage Tonenili,0.992,659,46.4,114019.0,67053.0,160985.0
RE-CL45B_S12_100M_NODE_1_length_75032_cov_31.819411,KX925554.1,Streptomyces phage BRock,0.994,396,44.4,89788.0,67053.0,112523.0
RE-CL45B_S12_100M_NODE_1_length_75032_cov_31.819411,KY000221.1,Bordetella phage CN1,0.995,409,27.9,63416.0,67053.0,59779.0
RE-CL45B_S12_100M_NODE_1_length_75032_cov_31.819411,MK061413.1,Arthrobacter phage Liebe,0.995,215,45.1,56428.0,67053.0,45803.0
RE-CL45B_S12_100M_NODE_1_length_75032_cov_31.819411,ON649699,Nitrososphaeria virus YSH_462411,0.996,185,39.5,51849.0,67053.0,36645.0
RE-CL45B_S12_100M_NODE_1_length_75032_cov_31.819411,MF668280.1,Mycobacterium phage Phabba,0.996,491,31.867,115653.5,67053.0,164254.0
RE-CL45B_S12_100M_NODE_1_length_75032_cov_31.819411,OM135608,Serratia phage vB_SmaS_Bonzee,0.996,220,32.3,54549.0,67053.0,42045.0
